,Actual,Predicted
0,0.03658395271736255,0.0033231985
1,0.016143402688746162,0.0031749764
2,0.014681708872033029,0.003260284
3,0.026616994125947962,0.0032625943
4,0.026616994125947962,0.003236232
5,0.026616994125947962,0.0032183412
6,0.012779377180323957,0.0032021683
7,0.011579589796167564,0.00305987
8,-0.0031825787757167406,0.0030672161
9,-0.00020599232382497704,0.0030522281
10,-0.007262418675585025,0.003062388
11,-0.007262418675585025,0.0030343076
12,-0.007262418675585025,0.0029862034
13,0.0059665812750442524,0.0029862034
14,0.023518488778285607,0.0030907055
15,-0.002922656931599413,0.0030926012
16,0.008035588774941154,0.0031230808
17,-0.003409206927208669,0.0031195264
18,-0.003409206927208669,0.0031560487
19,-0.003409206927208669,0.0031132172
20,-0.0010061369135846766,0.0031189932
21,-0.015157615039865912,0.0031179565
22,0.021629071721794218,0.003128857
23,-0.0003003047057816232,0.0030937858
24,-0.009111847756058366,0.0031268427
25,-0.009111847756058366,0.003172814
26,-0.009111847756058366,0.0031252727
27,0.018340756781299518,0.0029711858
28,0.005854614942193711,0.0029416243
29,0.00828689098867237,0.0029345746
30,0.00828689098867237,0.002910167
31,-0.0008805746688879984,0.0028838934
32,-0.0008805746688879984,0.0029368554
33,-0.0008805746688879984,0.0028890178
34,-0.020614018798613347,0.002867454
35,0.006099400596870133,0.003019586
36,0.009888690825063561,0.0030155575
37,-0.007282383042871074,0.003001932
38,0.007682776343570045,0.0030226666
39,0.007682776343570045,0.0029983183
40,0.007682776343570045,0.0029625662
41,0.009394972614494032,0.0029505105
42,-0.003459858363498199,0.0029974298
43,-0.00562347445258151,0.0030109072
44,0.01135971516951424,0.0029752734
45,-0.014927550884508728,0.0029822343
46,-0.014927550884508728,0.0030193194
47,-0.014927550884508728,0.0029745032
48,0.022854036720480492,0.0029745032
49,0.007817787598896174,0.0029753624
50,-0.0008140169043601768,0.0030037093
51,-0.007907232194056832,0.003002169
52,0.003477936992741633,0.0029981998
53,0.003477936992741633,0.0030060196
54,0.003477936992741633,0.0029598114
55,0.00933860437867007,0.002965854
56,-0.004292259920579126,0.002978265
57,0.020404254826722822,0.002913307
58,-0.0216391327793783,0.0024395233
59,-0.021158181100411573,0.0035803951
60,-0.021158181100411573,0.003575952
61,-0.021158181100411573,0.0035488196
62,-0.052347795289909654,0.0035336537
63,0.018930386892866417,0.0035224867
64,0.010355335694832721,0.0035380968
65,0.02205587671916021,0.003562445
66,-0.011994299550331341,0.0035242639
67,-0.011994299550331341,0.0035609936
68,-0.011994299550331341,0.003540022
69,-0.0025374394292921945,0.0035254783
70,0.0423483527536179,0.00352222
71,-0.02976504495492185,0.0029755696
72,-0.004981504523515433,0.0029607592
73,0.02359473251922669,0.0029643138
74,0.02359473251922669,0.0029745032
75,0.02359473251922669,0.0029575306
76,0.018644072984577174,0.0029575306
77,4.753144412946225e-05,0.0029463933
78,0.010838568169468626,0.0029335083
79,-0.0008465108374652148,0.0029172464
80,-0.04622045253502529,0.0029115297
81,-0.04622045253502529,0.0028996516
82,-0.04622045253502529,0.0028629517
83,0.01899919583234044,0.0028629517
84,-0.01128384650974398,0.0030427198
85,0.006710416870425942,0.0030032946
86,0.016931847092930212,0.0029788278
87,-0.0012917991659684377,0.0030233478
