,Close,Value,Headline_score,RSI,Close_Tmr
0,-0.03400216581876081,30,0.9993177743,34.63924958623247,-0.009533166398750903
1,-0.009533166398750903,76,-1.6851200000000002e-05,24.894627408491843,0.01752222134470105
2,0.01752222134470105,51,-1.6851200000000002e-05,29.644285300698087,-0.018918256379409804
3,-0.018918256379409804,39,-0.99287571,18.42113161344004,-0.0019779140335501877
4,-0.0019779140335501877,44,0.9959676662,18.14820427341496,-0.0019779140335501877
5,-0.0019779140335501877,11,0.9959676662,18.14820427341496,-0.0019779140335501877
6,-0.0019779140335501877,16,0.9959676662,18.14820427341496,0.017587428904820346
7,0.017587428904820346,39,0.9959676662,30.560654499337062,0.022395286549036664
8,0.022395286549036664,52,0.9959676662,37.864044433597975,-0.04523801897877011
9,-0.04523801897877011,60,0.9959676662,31.707354011841588,0.011221990815027283
10,0.011221990815027283,40,0.9959676662,37.804938733912664,-0.04414293315423168
11,-0.04414293315423168,57,0.9959676662,30.425362979464083,-0.04414293315423168
12,-0.04414293315423168,28,-0.5079141746,30.425362979464083,-0.04414293315423168
13,-0.04414293315423168,25,-0.0187341041,30.425362979464083,-0.04414293315423168
14,-0.04414293315423168,38,-0.0187341041,36.093180672690714,0.0025798063877446875
15,0.0025798063877446875,31,0.9992871268000001,38.84407707956266,0.005146747109846306
16,0.005146747109846306,47,0.4985597659,34.34344365243406,0.018689171437678898
17,0.018689171437678898,64,-0.8852927744,45.20348929980584,0.009298698180914222
18,0.009298698180914222,40,-0.4403721062,48.535576733228844,0.009298698180914222
19,0.009298698180914222,11,-0.5585970113000001,48.535576733228844,0.009298698180914222
20,0.009298698180914222,13,-0.33910804380000004,48.535576733228844,-0.031872468380316654
21,-0.031872468380316654,50,-0.33910804380000004,35.788075781690964,0.019547353305193527
22,0.019547353305193527,57,0.9993113971,34.432699128597704,0.0012614692309096398
23,0.0012614692309096398,47,0.9987458448000001,46.42236385770828,-0.03905285833608085
24,-0.03905285833608085,72,0.000519895,32.3571955822928,0.022286500018225075
25,0.022286500018225075,100,0.00140877,51.952429812791166,0.022286500018225075
26,0.022286500018225075,12,0.8885265343000001,51.952429812791166,0.022286500018225075
27,0.022286500018225075,9,0.8885265343000001,51.952429812791166,0.010002509302613038
28,0.010002509302613038,51,0.00064883,54.93625603596546,-0.0596751255650072
29,-0.0596751255650072,49,-0.4911889995,39.27314776071235,0.012962568104071925
30,0.012962568104071925,24,-0.9821696492,41.20317635547765,0.01866150722532045
31,0.01866150722532045,40,0.0005734981,41.00223637565045,-0.03820974874974625
32,-0.03820974874974625,55,-0.6651649780000001,32.72545866662496,-0.03820974874974625
33,-0.03820974874974625,26,-0.0002564748,32.72545866662496,-0.03820974874974625
34,-0.03820974874974625,31,-0.0004994867000000001,32.72545866662496,-0.030013609963210675
35,-0.030013609963210675,75,9.01543e-05,33.323037908704364,0.018002792779962862
36,0.018002792779962862,42,9.01543e-05,32.499526815308556,0.025697898280635956
37,0.025697898280635956,41,9.01543e-05,38.19620273708661,-0.016972282649189707
38,-0.016972282649189707,48,9.01543e-05,41.87317575349722,0.03644863351184058
39,0.03644863351184058,48,0.9953546369,44.678022481045275,0.03644863351184058
40,0.03644863351184058,19,-0.9812346241000001,44.678022481045275,0.03644863351184058
41,0.03644863351184058,0,-0.9812346241000001,44.678022481045275,0.03644863351184058
42,0.03644863351184058,33,-0.9812346241000001,42.43819883003318,0.020888076663286403
43,0.020888076663286403,100,-0.33268374570000003,60.43583599728782,0.01890710446802757
44,0.01890710446802757,78,-0.32798462,61.63315514524722,0.005083980134234611
45,0.005083980134234611,55,-0.3080577906,59.1850597688765,0.005563979675458297
46,0.005563979675458297,79,0.00042185730000000003,73.66811864574225,0.005563979675458297
47,0.005563979675458297,33,0.9991680416000001,73.66811864574225,0.005563979675458297
48,0.005563979675458297,15,0.9991680416000001,73.66811864574225,0.027163048074862806
49,0.027163048074862806,37,0.9984596640000001,90.38154382429927,-0.011263648963700246
50,-0.011263648963700246,67,0.011605469200000001,82.88833449774211,0.00693421755255863
51,0.00693421755255863,52,-0.9971827013000001,80.94382732472087,0.017216016404872914
52,0.017216016404872914,56,-0.9847094052,92.05516843125727,-0.011847085423826287
53,-0.011847085423826287,61,-0.9902811438,80.80804669045776,-0.011847085423826287
54,-0.011847085423826287,26,-0.9946149299,80.80804669045776,-0.011847085423826287
55,-0.011847085423826287,27,-0.9946149299,80.80804669045776,0.0031807157937788766
56,0.0031807157937788766,49,0.6662156433,81.29916354457063,0.020243587567616572
57,0.020243587567616572,32,0.9964983102,81.44526360247653,-0.005737218546861489
58,-0.005737218546861489,32,-0.0034922459,74.29818391934919,0.006972917715488025
59,0.006972917715488025,64,0.9906565759,74.78826174767195,-0.00596961921602901
60,-0.00596961921602901,48,0.0002322954,69.6842105275554,-0.00596961921602901
61,-0.00596961921602901,0,0.0002322954,69.6842105275554,-0.00596961921602901
62,-0.00596961921602901,48,0.0002322954,69.6842105275554,0.012010652291249535
63,0.012010652291249535,36,-0.9899183493,65.46762589978465,-0.03228099828774522
64,-0.03228099828774522,51,0.1020424788,53.846238404811885,0.02158427782835437
65,0.02158427782835437,54,0.9988851261,58.73015427278824,-0.0004800960366894147
66,-0.0004800960366894147,25,0.9994395618,52.705386041689806,0.020177639574912032
67,0.020177639574912032,37,-0.9981222419,64.98123976431859,0.020177639574912032
68,0.020177639574912032,17,-0.9981222419,64.98123976431859,0.020177639574912032
69,0.020177639574912032,21,-0.9981222419,64.98123976431859,0.0028257087197272046
70,0.0028257087197272046,48,0.0008209801,64.91561679467375,-0.011270238591508441
71,-0.011270238591508441,53,-0.9966569204000001,52.811367134139914,0.004749554832076175
72,0.004749554832076175,49,-0.9977029625,57.28747206840697,-0.004963453653356487
73,-0.004963453653356487,61,0.000659838,52.26332796839358,0.03182903706444651
74,0.03182903706444651,57,-0.0436328853,65.21013058651178,0.03182903706444651
75,0.03182903706444651,15,-3.6120000000000003e-06,65.21013058651178,0.03182903706444651
76,0.03182903706444651,0,-3.6120000000000003e-06,65.21013058651178,0.0006906069122127878
77,0.0006906069122127878,36,-0.9979766575000001,62.22630481301927,-0.016333267000164353
78,-0.016333267000164353,76,-0.49807839740000004,70.60032193233523,-0.019644228182251866
79,-0.019644228182251866,40,0.0007853933,52.81853314018485,-0.033874190695616035
80,-0.033874190695616035,37,0.0007167976,40.872436303880626,-0.033874190695616035
81,-0.033874190695616035,42,0.9992780129000001,31.588941653014857,-0.033874190695616035
82,-0.033874190695616035,19,0.9990944235,31.588941653014857,-0.033874190695616035
83,-0.033874190695616035,41,0.9990944235,31.588941653014857,0.010123444849773566
