Date,Volume,Close,reportedEPS,surprise,Value,Headline_score,RSI,InsiderFlow,sentiment,Volume(t-1),Volume(t-2),Volume(t-3),Volume(t-4),Volume(t-5),Volume(t-6),Volume(t-7),Volume(t-8),Close(t-1),Close(t-2),Close(t-3),Close(t-4),Close(t-5),Close(t-6),Close(t-7),Close(t-8),reportedEPS(t-1),reportedEPS(t-2),reportedEPS(t-3),reportedEPS(t-4),reportedEPS(t-5),reportedEPS(t-6),reportedEPS(t-7),reportedEPS(t-8),surprise(t-1),surprise(t-2),surprise(t-3),surprise(t-4),surprise(t-5),surprise(t-6),surprise(t-7),surprise(t-8),Value(t-1),Value(t-2),Value(t-3),Value(t-4),Value(t-5),Value(t-6),Value(t-7),Value(t-8),Headline_score(t-1),Headline_score(t-2),Headline_score(t-3),Headline_score(t-4),Headline_score(t-5),Headline_score(t-6),Headline_score(t-7),Headline_score(t-8),RSI(t-1),RSI(t-2),RSI(t-3),RSI(t-4),RSI(t-5),RSI(t-6),RSI(t-7),RSI(t-8),InsiderFlow(t-1),InsiderFlow(t-2),InsiderFlow(t-3),InsiderFlow(t-4),InsiderFlow(t-5),InsiderFlow(t-6),InsiderFlow(t-7),InsiderFlow(t-8),sentiment(t-1),sentiment(t-2),sentiment(t-3),sentiment(t-4),sentiment(t-5),sentiment(t-6),sentiment(t-7),sentiment(t-8),Close_Tmr
2016-12-26,56998000.0,0.004164349156838498,0.41750000000000004,0.14165515293976014,63.0,0.49899712830000004,85.4806594783608,-0.47543323295000006,0.0,56998000.0,104343600.0,95132800.0,85700000.0,111117600.0,177404400.0,186098000.0,136127200.0,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.0026580864439713636,0.005776890828034231,0.0012951554860656245,0.005469161738135497,0.0,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.14843062452477915,0.150830611953835,0.15330676348605743,0.15586261773898794,0.15850192524916631,0.16696157634443393,0.16997699357250984,0.1730983662651665,61.0,73.0,64.0,70.0,70.0,62.5,68.0,69.0,0.016578100549999995,-0.1068469778,-0.000656674,-0.46466559090000004,0.1516949216,-0.32301698610000007,-0.3338982661,0.2854651767,86.14643131390984,79.55584941423426,86.2198262432077,78.27593134211423,71.58297628396598,69.23068665399178,67.50635725039105,66.48732398814519,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.35661169130000003,-11.0,-8.0,-7.0,-4.0,-3.0,-2.0,-4.0,-6.0,0.006350941529771781
2016-12-27,73187600.0,0.006350941529771781,0.41750000000000004,0.13952820564915833,67.0,0.4998117762,84.34414872339086,-0.4533678756,-12.0,56998000.0,56998000.0,104343600.0,95132800.0,85700000.0,111117600.0,177404400.0,186098000.0,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.0026580864439713636,0.005776890828034231,0.0012951554860656245,0.005469161738135497,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.14165515293976014,0.14843062452477915,0.150830611953835,0.15330676348605743,0.15586261773898794,0.15850192524916631,0.16696157634443393,0.16997699357250984,63.0,61.0,73.0,64.0,70.0,70.0,62.5,68.0,0.49899712830000004,0.016578100549999995,-0.1068469778,-0.000656674,-0.46466559090000004,0.1516949216,-0.32301698610000007,-0.3338982661,85.4806594783608,86.14643131390984,79.55584941423426,86.2198262432077,78.27593134211423,71.58297628396598,69.23068665399178,67.50635725039105,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,0.0,-11.0,-8.0,-7.0,-4.0,-3.0,-2.0,-4.0,-0.004264144749880128
2016-12-28,83623600.0,-0.004264144749880128,0.41750000000000004,0.1374624528482914,67.0,0.3277152448,77.35848692534853,-0.045126353800000005,-12.0,73187600.0,56998000.0,56998000.0,104343600.0,95132800.0,85700000.0,111117600.0,177404400.0,0.006350941529771781,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.0026580864439713636,0.005776890828034231,0.0012951554860656245,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.13952820564915833,0.14165515293976014,0.14843062452477915,0.150830611953835,0.15330676348605743,0.15586261773898794,0.15850192524916631,0.16696157634443393,67.0,63.0,61.0,73.0,64.0,70.0,70.0,62.5,0.4998117762,0.49899712830000004,0.016578100549999995,-0.1068469778,-0.000656674,-0.46466559090000004,0.1516949216,-0.32301698610000007,84.34414872339086,85.4806594783608,86.14643131390984,79.55584941423426,86.2198262432077,78.27593134211423,71.58297628396598,69.23068665399178,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-12.0,0.0,-11.0,-8.0,-7.0,-4.0,-3.0,-2.0,-0.0002568475702178219
2016-12-29,60158000.0,-0.0002568475702178219,0.41750000000000004,0.1354553668353321,66.0,0.20780292990000002,70.80849405260942,-0.045126353800000005,-11.0,83623600.0,73187600.0,56998000.0,56998000.0,104343600.0,95132800.0,85700000.0,111117600.0,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.0026580864439713636,0.005776890828034231,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.1374624528482914,0.13952820564915833,0.14165515293976014,0.14843062452477915,0.150830611953835,0.15330676348605743,0.15586261773898794,0.15850192524916631,67.0,67.0,63.0,61.0,73.0,64.0,70.0,70.0,0.3277152448,0.4998117762,0.49899712830000004,0.016578100549999995,-0.1068469778,-0.000656674,-0.46466559090000004,0.1516949216,77.35848692534853,84.34414872339086,85.4806594783608,86.14643131390984,79.55584941423426,86.2198262432077,78.27593134211423,71.58297628396598,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-12.0,-12.0,0.0,-11.0,-8.0,-7.0,-4.0,-3.0,-0.0077957798831337355
2016-12-30,122345200.0,-0.0077957798831337355,0.41750000000000004,0.13350455280199441,57.75,0.7024272475250001,68.15581100419871,-0.045126353800000005,-12.0,60158000.0,83623600.0,73187600.0,56998000.0,56998000.0,104343600.0,95132800.0,85700000.0,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.0026580864439713636,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.1354553668353321,0.1374624528482914,0.13952820564915833,0.14165515293976014,0.14843062452477915,0.150830611953835,0.15330676348605743,0.15586261773898794,66.0,67.0,67.0,63.0,61.0,73.0,64.0,70.0,0.20780292990000002,0.3277152448,0.4998117762,0.49899712830000004,0.016578100549999995,-0.1068469778,-0.000656674,-0.46466559090000004,70.80849405260942,77.35848692534853,84.34414872339086,85.4806594783608,86.14643131390984,79.55584941423426,86.2198262432077,78.27593134211423,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-11.0,-12.0,-12.0,0.0,-11.0,-8.0,-7.0,-4.0,-0.0024733744195775675
2017-01-02,122345200.0,-0.0024733744195775675,0.41750000000000004,0.12796761774502072,61.0,0.2796343087,57.62213741376728,-0.045126353800000005,0.0,122345200.0,60158000.0,83623600.0,73187600.0,56998000.0,56998000.0,104343600.0,95132800.0,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.0009404544075342081,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.13350455280199441,0.1354553668353321,0.1374624528482914,0.13952820564915833,0.14165515293976014,0.14843062452477915,0.150830611953835,0.15330676348605743,57.75,66.0,67.0,67.0,63.0,61.0,73.0,64.0,0.7024272475250001,0.20780292990000002,0.3277152448,0.4998117762,0.49899712830000004,0.016578100549999995,-0.1068469778,-0.000656674,68.15581100419871,70.80849405260942,77.35848692534853,84.34414872339086,85.4806594783608,86.14643131390984,79.55584941423426,86.2198262432077,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,-12.0,-11.0,-12.0,-12.0,0.0,-11.0,-8.0,-7.0,0.0028490310439786004
2017-01-03,115127600.0,0.0028490310439786004,0.41750000000000004,0.12622032305147818,63.0,0.2993275158,58.92174781457956,-0.045126353800000005,-13.0,122345200.0,122345200.0,60158000.0,83623600.0,73187600.0,56998000.0,56998000.0,104343600.0,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.0019777567839052157,-0.006577624952167294,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.12796761774502072,0.13350455280199441,0.1354553668353321,0.1374624528482914,0.13952820564915833,0.14165515293976014,0.14843062452477915,0.150830611953835,61.0,57.75,66.0,67.0,67.0,63.0,61.0,73.0,0.2796343087,0.7024272475250001,0.20780292990000002,0.3277152448,0.4998117762,0.49899712830000004,0.016578100549999995,-0.1068469778,57.62213741376728,68.15581100419871,70.80849405260942,77.35848692534853,84.34414872339086,85.4806594783608,86.14643131390984,79.55584941423426,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-0.47543323295000006,0.0,-12.0,-11.0,-12.0,-12.0,0.0,-11.0,-8.0,-0.001119133555749885
2017-01-04,84472400.0,-0.001119133555749885,0.41750000000000004,0.12451904891817364,67.0,-0.0925337903,52.04908337554684,-0.045126353800000005,-12.0,115127600.0,122345200.0,122345200.0,60158000.0,83623600.0,73187600.0,56998000.0,56998000.0,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.0019777567839052157,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.12622032305147818,0.12796761774502072,0.13350455280199441,0.1354553668353321,0.1374624528482914,0.13952820564915833,0.14165515293976014,0.14843062452477915,63.0,61.0,57.75,66.0,67.0,67.0,63.0,61.0,0.2993275158,0.2796343087,0.7024272475250001,0.20780292990000002,0.3277152448,0.4998117762,0.49899712830000004,0.016578100549999995,58.92174781457956,57.62213741376728,68.15581100419871,70.80849405260942,77.35848692534853,84.34414872339086,85.4806594783608,86.14643131390984,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-0.47543323295000006,-13.0,0.0,-12.0,-11.0,-12.0,-12.0,0.0,-11.0,0.005085388879307429
2017-01-05,88774400.0,0.005085388879307429,0.41750000000000004,0.12286204267706945,65.0,0.1982665612,56.01502024032816,-0.045126353800000005,-10.0,84472400.0,115127600.0,122345200.0,122345200.0,60158000.0,83623600.0,73187600.0,56998000.0,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.004164349156838498,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.12451904891817364,0.12622032305147818,0.12796761774502072,0.13350455280199441,0.1354553668353321,0.1374624528482914,0.13952820564915833,0.14165515293976014,67.0,63.0,61.0,57.75,66.0,67.0,67.0,63.0,-0.0925337903,0.2993275158,0.2796343087,0.7024272475250001,0.20780292990000002,0.3277152448,0.4998117762,0.49899712830000004,52.04908337554684,58.92174781457956,57.62213741376728,68.15581100419871,70.80849405260942,77.35848692534853,84.34414872339086,85.4806594783608,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-0.47543323295000006,-12.0,-13.0,0.0,-12.0,-11.0,-12.0,-12.0,0.0,0.011148169324987744
2017-01-06,127007600.0,0.011148169324987744,0.41750000000000004,0.12124763732574743,60.75,-0.60060280385,60.672588048373,-9.5023696682,-9.0,88774400.0,84472400.0,115127600.0,122345200.0,122345200.0,60158000.0,83623600.0,73187600.0,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.006350941529771781,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.12286204267706945,0.12451904891817364,0.12622032305147818,0.12796761774502072,0.13350455280199441,0.1354553668353321,0.1374624528482914,0.13952820564915833,65.0,67.0,63.0,61.0,57.75,66.0,67.0,67.0,0.1982665612,-0.0925337903,0.2993275158,0.2796343087,0.7024272475250001,0.20780292990000002,0.3277152448,0.4998117762,56.01502024032816,52.04908337554684,58.92174781457956,57.62213741376728,68.15581100419871,70.80849405260942,77.35848692534853,84.34414872339086,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.4533678756,-10.0,-12.0,-13.0,0.0,-12.0,-11.0,-12.0,-12.0,0.00915966293027548
2017-01-09,134247600.0,0.00915966293027548,0.41750000000000004,0.11664453841454821,70.0,0.4190402829,65.17875417896462,-9.5023696682,-7.0,127007600.0,88774400.0,84472400.0,115127600.0,122345200.0,122345200.0,60158000.0,83623600.0,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,-0.004264144749880128,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.12124763732574743,0.12286204267706945,0.12451904891817364,0.12622032305147818,0.12796761774502072,0.13350455280199441,0.1354553668353321,0.1374624528482914,60.75,65.0,67.0,63.0,61.0,57.75,66.0,67.0,-0.60060280385,0.1982665612,-0.0925337903,0.2993275158,0.2796343087,0.7024272475250001,0.20780292990000002,0.3277152448,60.672588048373,56.01502024032816,52.04908337554684,58.92174781457956,57.62213741376728,68.15581100419871,70.80849405260942,77.35848692534853,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-9.0,-10.0,-12.0,-13.0,0.0,-12.0,-11.0,-12.0,0.0010085486519184617
2017-01-10,97848400.0,0.0010085486519184617,0.41750000000000004,0.11518541100342222,68.0,0.0967190805,65.23060378557442,-9.5023696682,-4.0,134247600.0,127007600.0,88774400.0,84472400.0,115127600.0,122345200.0,122345200.0,60158000.0,0.00915966293027548,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,-0.0002568475702178219,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.11664453841454821,0.12124763732574743,0.12286204267706945,0.12451904891817364,0.12622032305147818,0.12796761774502072,0.13350455280199441,0.1354553668353321,70.0,60.75,65.0,67.0,63.0,61.0,57.75,66.0,0.4190402829,-0.60060280385,0.1982665612,-0.0925337903,0.2993275158,0.2796343087,0.7024272475250001,0.20780292990000002,65.17875417896462,60.672588048373,56.01502024032816,52.04908337554684,58.92174781457956,57.62213741376728,68.15581100419871,70.80849405260942,-9.5023696682,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-7.0,-9.0,-10.0,-12.0,-13.0,0.0,-12.0,-11.0,0.00537316301369839
2017-01-11,110354400.0,0.00537316301369839,0.41750000000000004,0.113761669934835,67.0,0.074956302,76.21219639168561,-9.5023696682,-4.0,97848400.0,134247600.0,127007600.0,88774400.0,84472400.0,115127600.0,122345200.0,122345200.0,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,-0.0077957798831337355,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.11518541100342222,0.11664453841454821,0.12124763732574743,0.12286204267706945,0.12451904891817364,0.12622032305147818,0.12796761774502072,0.13350455280199441,68.0,70.0,60.75,65.0,67.0,63.0,61.0,57.75,0.0967190805,0.4190402829,-0.60060280385,0.1982665612,-0.0925337903,0.2993275158,0.2796343087,0.7024272475250001,65.23060378557442,65.17875417896462,60.672588048373,56.01502024032816,52.04908337554684,58.92174781457956,57.62213741376728,68.15581100419871,-9.5023696682,-9.5023696682,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-4.0,-7.0,-9.0,-10.0,-12.0,-13.0,0.0,-12.0,-0.004175205628815681
2017-01-12,108344800.0,-0.004175205628815681,0.41750000000000004,0.1123720676860617,64.0,-0.0106700323,69.86927925147931,-9.5023696682,-4.0,110354400.0,97848400.0,134247600.0,127007600.0,88774400.0,84472400.0,115127600.0,122345200.0,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,-0.0024733744195775675,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.113761669934835,0.11518541100342222,0.11664453841454821,0.12124763732574743,0.12286204267706945,0.12451904891817364,0.12622032305147818,0.12796761774502072,67.0,68.0,70.0,60.75,65.0,67.0,63.0,61.0,0.074956302,0.0967190805,0.4190402829,-0.60060280385,0.1982665612,-0.0925337903,0.2993275158,0.2796343087,76.21219639168561,65.23060378557442,65.17875417896462,60.672588048373,56.01502024032816,52.04908337554684,58.92174781457956,57.62213741376728,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-4.0,-4.0,-7.0,-9.0,-10.0,-12.0,-13.0,0.0,-0.001761145982391077
2017-01-13,104447600.0,-0.001761145982391077,0.41750000000000004,0.11101541351423166,56.0,0.30515814005,66.02094620872074,-9.5023696682,-4.0,108344800.0,110354400.0,97848400.0,134247600.0,127007600.0,88774400.0,84472400.0,115127600.0,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.0028490310439786004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.1123720676860617,0.113761669934835,0.11518541100342222,0.11664453841454821,0.12124763732574743,0.12286204267706945,0.12451904891817364,0.12622032305147818,64.0,67.0,68.0,70.0,60.75,65.0,67.0,63.0,-0.0106700323,0.074956302,0.0967190805,0.4190402829,-0.60060280385,0.1982665612,-0.0925337903,0.2993275158,69.86927925147931,76.21219639168561,65.23060378557442,65.17875417896462,60.672588048373,56.01502024032816,52.04908337554684,58.92174781457956,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-0.045126353800000005,-4.0,-4.0,-4.0,-7.0,-9.0,-10.0,-12.0,-13.0,0.0031515830181115256
2017-01-16,104447600.0,0.0031515830181115256,0.41750000000000004,0.1071320195330101,58.0,5.1904400000000004e-05,66.56890861945149,-9.5023696682,0.0,104447600.0,108344800.0,110354400.0,97848400.0,134247600.0,127007600.0,88774400.0,84472400.0,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.005085388879307429,-0.001119133555749885,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.11101541351423166,0.1123720676860617,0.113761669934835,0.11518541100342222,0.11664453841454821,0.12124763732574743,0.12286204267706945,0.12451904891817364,56.0,64.0,67.0,68.0,70.0,60.75,65.0,67.0,0.30515814005,-0.0106700323,0.074956302,0.0967190805,0.4190402829,-0.60060280385,0.1982665612,-0.0925337903,66.02094620872074,69.86927925147931,76.21219639168561,65.23060378557442,65.17875417896462,60.672588048373,56.01502024032816,52.04908337554684,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-0.045126353800000005,-0.045126353800000005,-4.0,-4.0,-4.0,-4.0,-7.0,-9.0,-10.0,-12.0,0.008064312018614128
2017-01-17,137759200.0,0.008064312018614128,0.41750000000000004,0.10589628062255528,63.0,0.3992414184,73.82365937050054,-0.0097105386,-8.0,104447600.0,104447600.0,108344800.0,110354400.0,97848400.0,134247600.0,127007600.0,88774400.0,0.0031515830181115256,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.005085388879307429,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.1071320195330101,0.11101541351423166,0.1123720676860617,0.113761669934835,0.11518541100342222,0.11664453841454821,0.12124763732574743,0.12286204267706945,58.0,56.0,64.0,67.0,68.0,70.0,60.75,65.0,5.1904400000000004e-05,0.30515814005,-0.0106700323,0.074956302,0.0967190805,0.4190402829,-0.60060280385,0.1982665612,66.56890861945149,66.02094620872074,69.86927925147931,76.21219639168561,65.23060378557442,65.17875417896462,60.672588048373,56.01502024032816,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-0.045126353800000005,0.0,-4.0,-4.0,-4.0,-4.0,-7.0,-9.0,-10.0,-8.323601103799039e-05
2017-01-18,94852000.0,-8.323601103799039e-05,0.41750000000000004,0.10468828514681032,63.0,0.6023332736,74.04144326587124,-0.0098057577,-10.0,137759200.0,104447600.0,104447600.0,108344800.0,110354400.0,97848400.0,134247600.0,127007600.0,0.008064312018614128,0.0031515830181115256,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.011148169324987744,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.10589628062255528,0.1071320195330101,0.11101541351423166,0.1123720676860617,0.113761669934835,0.11518541100342222,0.11664453841454821,0.12124763732574743,63.0,58.0,56.0,64.0,67.0,68.0,70.0,60.75,0.3992414184,5.1904400000000004e-05,0.30515814005,-0.0106700323,0.074956302,0.0967190805,0.4190402829,-0.60060280385,73.82365937050054,66.56890861945149,66.02094620872074,69.86927925147931,76.21219639168561,65.23060378557442,65.17875417896462,60.672588048373,-0.0097105386,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-8.0,0.0,-4.0,-4.0,-4.0,-4.0,-7.0,-9.0,-0.0017502168722756117
2017-01-19,102389200.0,-0.0017502168722756117,0.41750000000000004,0.103507123948275,65.0,0.2976475966,82.56593874712529,-0.0099028628,-11.0,94852000.0,137759200.0,104447600.0,104447600.0,108344800.0,110354400.0,97848400.0,134247600.0,-8.323601103799039e-05,0.008064312018614128,0.0031515830181115256,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.00915966293027548,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.10468828514681032,0.10589628062255528,0.1071320195330101,0.11101541351423166,0.1123720676860617,0.113761669934835,0.11518541100342222,0.11664453841454821,63.0,63.0,58.0,56.0,64.0,67.0,68.0,70.0,0.6023332736,0.3992414184,5.1904400000000004e-05,0.30515814005,-0.0106700323,0.074956302,0.0967190805,0.4190402829,74.04144326587124,73.82365937050054,66.56890861945149,66.02094620872074,69.86927925147931,76.21219639168561,65.23060378557442,65.17875417896462,-0.0098057577,-0.0097105386,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-10.0,-8.0,0.0,-4.0,-4.0,-4.0,-4.0,-7.0,0.0018366743906310656
2017-01-20,130391600.0,0.0018366743906310656,0.41750000000000004,0.10235192650420608,53.25,0.5834909345,82.72226225503886,-0.010001910400000001,-10.0,102389200.0,94852000.0,137759200.0,104447600.0,104447600.0,108344800.0,110354400.0,97848400.0,-0.0017502168722756117,-8.323601103799039e-05,0.008064312018614128,0.0031515830181115256,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.0010085486519184617,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.103507123948275,0.10468828514681032,0.10589628062255528,0.1071320195330101,0.11101541351423166,0.1123720676860617,0.113761669934835,0.11518541100342222,65.0,63.0,63.0,58.0,56.0,64.0,67.0,68.0,0.2976475966,0.6023332736,0.3992414184,5.1904400000000004e-05,0.30515814005,-0.0106700323,0.074956302,0.0967190805,82.56593874712529,74.04144326587124,73.82365937050054,66.56890861945149,66.02094620872074,69.86927925147931,76.21219639168561,65.23060378557442,-0.0099028628,-0.0098057577,-0.0097105386,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-11.0,-10.0,-8.0,0.0,-4.0,-4.0,-4.0,-4.0,0.0006667750103419579
2017-01-23,88200800.0,0.0006667750103419579,0.41750000000000004,0.09903394995274724,65.0,0.14629525640000002,82.47958958361797,-0.0101029593,-9.0,130391600.0,102389200.0,94852000.0,137759200.0,104447600.0,104447600.0,108344800.0,110354400.0,0.0018366743906310656,-0.0017502168722756117,-8.323601103799039e-05,0.008064312018614128,0.0031515830181115256,-0.001761145982391077,-0.004175205628815681,0.00537316301369839,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.41750000000000004,0.10235192650420608,0.103507123948275,0.10468828514681032,0.10589628062255528,0.1071320195330101,0.11101541351423166,0.1123720676860617,0.113761669934835,53.25,65.0,63.0,63.0,58.0,56.0,64.0,67.0,0.5834909345,0.2976475966,0.6023332736,0.3992414184,5.1904400000000004e-05,0.30515814005,-0.0106700323,0.074956302,82.72226225503886,82.56593874712529,74.04144326587124,73.82365937050054,66.56890861945149,66.02094620872074,69.86927925147931,76.21219639168561,-0.010001910400000001,-0.0099028628,-0.0098057577,-0.0097105386,-9.5023696682,-9.5023696682,-9.5023696682,-9.5023696682,-10.0,-11.0,-10.0,-8.0,0.0,-4.0,-4.0,-4.0,-0.0009161450787993353
