Date,Volume,Close,reportedEPS,surprise,Value,Headline_score,RSI,InsiderFlow,sentiment,Volume(t-1),Volume(t-2),Volume(t-3),Volume(t-4),Volume(t-5),Volume(t-6),Volume(t-7),Volume(t-8),Volume(t-9),Volume(t-10),Close(t-1),Close(t-2),Close(t-3),Close(t-4),Close(t-5),Close(t-6),Close(t-7),Close(t-8),Close(t-9),Close(t-10),reportedEPS(t-1),reportedEPS(t-2),reportedEPS(t-3),reportedEPS(t-4),reportedEPS(t-5),reportedEPS(t-6),reportedEPS(t-7),reportedEPS(t-8),reportedEPS(t-9),reportedEPS(t-10),surprise(t-1),surprise(t-2),surprise(t-3),surprise(t-4),surprise(t-5),surprise(t-6),surprise(t-7),surprise(t-8),surprise(t-9),surprise(t-10),Value(t-1),Value(t-2),Value(t-3),Value(t-4),Value(t-5),Value(t-6),Value(t-7),Value(t-8),Value(t-9),Value(t-10),Headline_score(t-1),Headline_score(t-2),Headline_score(t-3),Headline_score(t-4),Headline_score(t-5),Headline_score(t-6),Headline_score(t-7),Headline_score(t-8),Headline_score(t-9),Headline_score(t-10),RSI(t-1),RSI(t-2),RSI(t-3),RSI(t-4),RSI(t-5),RSI(t-6),RSI(t-7),RSI(t-8),RSI(t-9),RSI(t-10),InsiderFlow(t-1),InsiderFlow(t-2),InsiderFlow(t-3),InsiderFlow(t-4),InsiderFlow(t-5),InsiderFlow(t-6),InsiderFlow(t-7),InsiderFlow(t-8),InsiderFlow(t-9),InsiderFlow(t-10),sentiment(t-1),sentiment(t-2),sentiment(t-3),sentiment(t-4),sentiment(t-5),sentiment(t-6),sentiment(t-7),sentiment(t-8),sentiment(t-9),sentiment(t-10)
2023-08-28,10418300.0,0.004322166636873348,0.18,922.721569239401,100.0,0.19976254140492528,43.92298988016682,-0.19918582956455294,-4,19129900.0,18129600.0,14625800.0,13599800.0,15362100.0,17132100.0,21326600.0,14980800.0,13404700.0,15828800.0,-0.01611461986978102,-0.01019049824147722,0.017812873566644072,-0.006273864828565734,-0.001342527644745961,0.016374741551315797,0.007331035134331421,-0.009754997444138436,-0.01716826464207477,0.026080974913684107,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1006.997986006042,1037.9087830391525,1070.3399668188686,1104.3525680662833,1140.0,1257.081110465008,1299.4881448745266,1343.5028842544402,1389.0050096614514,1435.8092573006534,79.75,88.0,86.0,88.0,93.0,85.25,92.0,86.0,87.0,78.0,0.5148549357484171,-0.00036549412106978707,-0.5377943717661159,3.658767309389077e-05,-0.05616423316693423,-0.11236505400696235,-0.3029531001549913,-0.4912723681991338,-0.04667320969338107,0.037720056312537054,44.05760611685363,46.69210448815894,45.252765188465844,34.408575196398616,37.976162633107926,28.60982975422158,32.25530389706012,38.58023619336654,37.7928821642608,40.79364531524921,-0.26759769621258567,-0.2938561877032017,-0.3181817745354666,-0.3360374067862097,-0.3426922589,-0.005292205699741329,-0.005589192159471237,-0.005699879977272727,-0.01335548514804519,-0.01383401545702575,-2.0,-3.0,-5.0,-7.0,-4.0,-2.0,-3.0,-1.0,-3.0,0.0
2023-08-29,11335400.0,0.02717999788733949,0.18,897.2206837792961,100.0,7.182961417129263e-05,57.32859997755145,-0.18162653396429532,-3,10418300.0,19129900.0,18129600.0,14625800.0,13599800.0,15362100.0,17132100.0,21326600.0,14980800.0,13404700.0,0.004322166636873348,-0.01611461986978102,-0.01019049824147722,0.017812873566644072,-0.006273864828565734,-0.001342527644745961,0.016374741551315797,0.007331035134331421,-0.009754997444138436,-0.01716826464207477,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,922.721569239401,1006.997986006042,1037.9087830391525,1070.3399668188686,1104.3525680662833,1140.0,1257.081110465008,1299.4881448745266,1343.5028842544402,1389.0050096614514,100.0,79.75,88.0,86.0,88.0,93.0,85.25,92.0,86.0,87.0,0.19976254140492528,0.5148549357484171,-0.00036549412106978707,-0.5377943717661159,3.658767309389077e-05,-0.05616423316693423,-0.11236505400696235,-0.3029531001549913,-0.4912723681991338,-0.04667320969338107,43.92298988016682,44.05760611685363,46.69210448815894,45.252765188465844,34.408575196398616,37.976162633107926,28.60982975422158,32.25530389706012,38.58023619336654,37.7928821642608,-0.19918582956455294,-0.26759769621258567,-0.2938561877032017,-0.3181817745354666,-0.3360374067862097,-0.3426922589,-0.005292205699741329,-0.005589192159471237,-0.005699879977272727,-0.01335548514804519,-4.0,-2.0,-3.0,-5.0,-7.0,-4.0,-2.0,-3.0,-1.0,-3.0
2023-08-30,19869400.0,0.0255788288077341,0.18,872.9035458601567,99.0,0.11064238331002546,60.46002858757104,-0.16642607310442267,-2,11335400.0,10418300.0,19129900.0,18129600.0,14625800.0,13599800.0,15362100.0,17132100.0,21326600.0,14980800.0,0.02717999788733949,0.004322166636873348,-0.01611461986978102,-0.01019049824147722,0.017812873566644072,-0.006273864828565734,-0.001342527644745961,0.016374741551315797,0.007331035134331421,-0.009754997444138436,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,897.2206837792961,922.721569239401,1006.997986006042,1037.9087830391525,1070.3399668188686,1104.3525680662833,1140.0,1257.081110465008,1299.4881448745266,1343.5028842544402,100.0,100.0,79.75,88.0,86.0,88.0,93.0,85.25,92.0,86.0,7.182961417129263e-05,0.19976254140492528,0.5148549357484171,-0.00036549412106978707,-0.5377943717661159,3.658767309389077e-05,-0.05616423316693423,-0.11236505400696235,-0.3029531001549913,-0.4912723681991338,57.32859997755145,43.92298988016682,44.05760611685363,46.69210448815894,45.252765188465844,34.408575196398616,37.976162633107926,28.60982975422158,32.25530389706012,38.58023619336654,-0.18162653396429532,-0.19918582956455294,-0.26759769621258567,-0.2938561877032017,-0.3181817745354666,-0.3360374067862097,-0.3426922589,-0.005292205699741329,-0.005589192159471237,-0.005699879977272727,-3.0,-4.0,-2.0,-3.0,-5.0,-7.0,-4.0,-2.0,-3.0,-1.0
2023-08-31,19255900.0,0.01548056862361058,0.18,849.7058314499201,99.0,0.08342146388713445,69.64287006758892,-0.15325663725267144,-2,19869400.0,11335400.0,10418300.0,19129900.0,18129600.0,14625800.0,13599800.0,15362100.0,17132100.0,21326600.0,0.0255788288077341,0.02717999788733949,0.004322166636873348,-0.01611461986978102,-0.01019049824147722,0.017812873566644072,-0.006273864828565734,-0.001342527644745961,0.016374741551315797,0.007331035134331421,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,872.9035458601567,897.2206837792961,922.721569239401,1006.997986006042,1037.9087830391525,1070.3399668188686,1104.3525680662833,1140.0,1257.081110465008,1299.4881448745266,99.0,100.0,100.0,79.75,88.0,86.0,88.0,93.0,85.25,92.0,0.11064238331002546,7.182961417129263e-05,0.19976254140492528,0.5148549357484171,-0.00036549412106978707,-0.5377943717661159,3.658767309389077e-05,-0.05616423316693423,-0.11236505400696235,-0.3029531001549913,60.46002858757104,57.32859997755145,43.92298988016682,44.05760611685363,46.69210448815894,45.252765188465844,34.408575196398616,37.976162633107926,28.60982975422158,32.25530389706012,-0.16642607310442267,-0.18162653396429532,-0.19918582956455294,-0.26759769621258567,-0.2938561877032017,-0.3181817745354666,-0.3360374067862097,-0.3426922589,-0.005292205699741329,-0.005589192159471237,-2.0,-3.0,-4.0,-2.0,-3.0,-5.0,-7.0,-4.0,-2.0,-3.0
2023-09-01,14607000.0,-0.004022837784070532,0.18,827.5657633981333,99.0,-0.05591416413274904,63.67043660014689,-0.1418070657220436,-3,19255900.0,19869400.0,11335400.0,10418300.0,19129900.0,18129600.0,14625800.0,13599800.0,15362100.0,17132100.0,0.01548056862361058,0.0255788288077341,0.02717999788733949,0.004322166636873348,-0.01611461986978102,-0.01019049824147722,0.017812873566644072,-0.006273864828565734,-0.001342527644745961,0.016374741551315797,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,849.7058314499201,872.9035458601567,897.2206837792961,922.721569239401,1006.997986006042,1037.9087830391525,1070.3399668188686,1104.3525680662833,1140.0,1257.081110465008,99.0,99.0,100.0,100.0,79.75,88.0,86.0,88.0,93.0,85.25,0.08342146388713445,0.11064238331002546,7.182961417129263e-05,0.19976254140492528,0.5148549357484171,-0.00036549412106978707,-0.5377943717661159,3.658767309389077e-05,-0.05616423316693423,-0.11236505400696235,69.64287006758892,60.46002858757104,57.32859997755145,43.92298988016682,44.05760611685363,46.69210448815894,45.252765188465844,34.408575196398616,37.976162633107926,28.60982975422158,-0.15325663725267144,-0.16642607310442267,-0.18162653396429532,-0.19918582956455294,-0.26759769621258567,-0.2938561877032017,-0.3181817745354666,-0.3360374067862097,-0.3426922589,-0.005292205699741329,-2.0,-2.0,-3.0,-4.0,-2.0,-3.0,-5.0,-7.0,-4.0,-2.0
