Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
CNP,18.63,Put,18,2020-07-17,38,0.65,0.7,0.75,0.6,31195,114,273.64,37.86%,N/A,2020-06-09
T,32.62,Put,28,2020-08-21,73,0.6,0.61,0.62,0.61,32114,361,88.96,41.09%,N/A,2020-06-09
AAPL,343.99,Put,340,2020-06-12,3,2.2,2.25,2.29,2.25,33739,487,69.28,31.88%,N/A,2020-06-09
NIO,6.68,Call,8,2020-07-02,23,0.61,0.64,0.66,0.64,19068,307,62.11,162.43%,N/A,2020-06-09
GLW,27.63,Call,28,2020-06-12,3,0.35,0.36,0.37,0.36,6465,111,58.24,51.98%,N/A,2020-06-09
PBR,9.29,Put,8,2020-06-26,17,0.09,0.11,0.12,0.1,6459,137,47.15,67.88%,N/A,2020-06-09
HTZ,4.18,Call,0.5,2021-01-15,220,3.6,3.8,4,3.6,16835,381,44.19,0.00%,N/A,2020-06-09
M,8.87,Put,10,2020-06-12,3,1.27,1.46,1.64,1.28,5830,136,42.87,157.78%,N/A,2020-06-09
GME,4.96,Put,1.5,2020-10-16,129,0.13,0.15,0.16,0.15,4274,106,40.32,171.83%,N/A,2020-06-09
LRCX,302.33,Call,310,2020-06-12,3,3.1,3.2,3.3,3.16,16376,417,39.27,56.43%,N/A,2020-06-09
LOVE,22.42,Call,25,2020-06-19,10,1.2,1.25,1.3,1.2,5626,153,36.77,144.59%,N/A,2020-06-09
SQ,89.53,Call,91.5,2020-06-12,3,1.08,1.15,1.22,1.19,5783,161,35.92,61.71%,N/A,2020-06-09
SBUX,82.37,Put,81.5,2020-06-12,3,0.64,0.7,0.75,0.73,6668,186,35.85,37.65%,N/A,2020-06-09
RTX,70.54,Put,65,2020-08-21,73,1.78,2.62,3.45,3.1,4656,146,31.89,45.68%,N/A,2020-06-09
PBR,9.29,Put,8,2020-07-02,23,0.14,0.16,0.17,0.15,6361,203,31.33,67.59%,N/A,2020-06-09
MSFT,189.8,Call,200,2020-07-10,31,2.15,2.23,2.31,2.2,13941,468,29.79,25.97%,N/A,2020-06-09
AAPL,343.99,Put,325,2020-08-21,73,10.25,10.63,11,10.63,2990,105,28.48,31.90%,N/A,2020-06-09
TSN,66.77,Put,64.5,2020-06-12,3,0.4,0.45,0.5,0.45,2860,102,28.04,53.90%,N/A,2020-06-09
GLOG,4.01,Put,2.5,2020-11-20,164,0.25,0.3,0.35,0.35,13028,470,27.72,110.33%,N/A,2020-06-09
PBR,9.29,Put,10,2020-10-16,129,1.62,1.66,1.69,1.67,5036,195,25.83,58.06%,N/A,2020-06-09
