Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
SOFI,11.45,Put,11,2023-08-04,3,0.24,0.25,0.25,0.25,57563,280,205.58,108.56%,-0.322574,2023-07-31
NKLA,2.67,Call,5.5,2023-10-20,80,0.26,0.27,0.28,0.28,20847,124,168.12,166.83%,0.301702,2023-07-31
PLTR,19.84,Put,19.5,2023-08-04,3,0.54,0.55,0.56,0.54,14381,112,128.4,98.47%,-0.404226,2023-07-31
SOFI,11.45,Put,11.5,2023-08-04,3,0.46,0.48,0.49,0.48,17245,136,126.8,110.15%,-0.496082,2023-07-31
GOOGL,132.72,Call,143,2023-08-18,17,0.33,0.34,0.35,0.35,24160,246,98.21,25.75%,0.102077,2023-07-31
META,318.6,Call,270,2023-11-17,109,60.4,61.6,62.8,60.4,110061,1166,94.39,40.44%,0.824879,2023-07-31
JBLU,7.77,Put,7.5,2023-08-25,24,0.3,0.32,0.33,0.3,20329,246,82.64,55.30%,-0.366721,2023-07-31
AAPL,196.45,Put,190,2023-09-08,38,2.86,2.93,2.99,2.9,10124,165,61.36,23.57%,-0.296759,2023-07-31
MRVL,65.13,Call,76,2023-08-18,17,0.16,0.17,0.17,0.17,24386,403,60.51,44.89%,0.064144,2023-07-31
SOFI,11.45,Put,10.5,2023-08-11,10,0.19,0.2,0.2,0.2,5654,108,52.35,76.53%,-0.224406,2023-07-31
SOFI,11.45,Put,10.5,2023-08-04,3,0.11,0.11,0.12,0.11,22601,440,51.37,108.01%,-0.174226,2023-07-31
UBER,49.46,Put,42,2023-08-18,17,0.23,0.24,0.25,0.27,6918,137,50.5,57.64%,-0.081515,2023-07-31
PPC,24.77,Call,26,2023-12-15,137,1.5,1.55,1.6,1.55,6145,122,50.37,30.64%,0.478468,2023-07-31
DKNG,31.78,Put,30.5,2023-08-04,3,1.1,1.13,1.16,1.14,14916,308,48.43,151.90%,-0.355639,2023-07-31
PLTR,19.84,Put,19,2023-08-04,3,0.33,0.34,0.34,0.33,20451,424,48.23,95.49%,-0.292019,2023-07-31
ROKU,96.27,Put,90,2023-08-04,3,0.91,0.93,0.95,0.94,14610,347,42.1,93.13%,-0.199163,2023-07-31
AX,47,Put,45,2023-09-15,45,1.5,1.55,1.6,1.67,5050,128,39.45,39.30%,-0.335953,2023-07-31
PNC,136.89,Call,145,2023-09-15,45,1.65,1.78,1.9,1.7,11977,356,33.64,23.48%,0.259491,2023-07-31
NKE,110.39,Call,114,2023-08-11,10,0.59,0.6,0.6,0.59,5247,156,33.63,24.68%,0.22964,2023-07-31
TGTX,20.69,Call,21,2023-08-04,3,2.1,2.13,2.15,2.14,4204,128,32.84,304.43%,0.534143,2023-07-31
AI,42,Put,42.5,2023-09-15,45,6.7,6.9,7.1,6.92,5023,153,32.83,115.89%,-0.426012,2023-07-31
TOST,22.07,Call,22,2023-08-04,3,0.5,0.53,0.55,0.52,8947,290,30.85,60.14%,0.537281,2023-07-31
NIO,15.3,Put,16,2023-09-15,45,2.22,2.24,2.26,2.21,6072,200,30.36,88.21%,-0.49001,2023-07-31
TUP,4.27,Put,4,2023-08-04,3,0.55,0.58,0.6,0.57,3977,140,28.41,470.12%,-0.356725,2023-07-31
ARCO,11.3,Call,12.5,2023-11-17,109,0.35,0.4,0.45,0.44,2851,105,27.15,33.75%,0.34664,2023-07-31
CHPT,8.66,Call,10,2023-09-15,45,0.46,0.47,0.48,0.47,10566,391,27.02,75.39%,0.349856,2023-07-31
CHPT,8.66,Call,9,2023-08-11,10,0.25,0.26,0.26,0.26,31505,1185,26.59,69.13%,0.39488,2023-07-31
PLTR,19.84,Put,20,2023-08-04,3,0.81,0.82,0.83,0.82,5545,214,25.91,102.96%,-0.514231,2023-07-31
XOM,107.24,Call,111,2023-08-04,3,0.14,0.15,0.16,0.15,8160,335,24.36,30.19%,0.107519,2023-07-31
DKNG,31.78,Call,34.5,2023-08-04,3,0.76,0.78,0.8,0.78,17753,729,24.35,152.25%,0.300528,2023-07-31
CRM,225.01,Call,245,2023-08-18,17,0.52,0.59,0.65,0.54,7911,325,24.34,27.77%,0.088703,2023-07-31
ADBE,546.17,Call,580,2023-08-04,3,0.61,0.67,0.72,0.6,2399,104,23.07,44.01%,0.070038,2023-07-31
AMD,114.4,Call,135,2023-09-01,31,1.99,2.01,2.03,2.01,16101,700,23,59.12%,0.198207,2023-07-31
USB,39.68,Put,40,2023-09-15,45,1.6,1.65,1.7,1.72,14812,660,22.44,27.06%,-0.509826,2023-07-31
AMD,114.4,Call,122,2023-08-18,17,3.25,3.33,3.4,3.3,7633,341,22.38,61.92%,0.346057,2023-07-31
DVN,54,Put,47,2023-08-25,24,0.22,0.24,0.26,0.23,3532,159,22.21,40.61%,-0.08528,2023-07-31
IGT,33.83,Put,30,2023-08-18,17,0.24,0.27,0.29,0.28,2265,102,22.21,53.71%,-0.134352,2023-07-31
PLTR,19.84,Call,25,2023-09-15,45,0.91,0.93,0.95,0.94,17437,789,22.1,88.40%,0.285031,2023-07-31
ERO,24.03,Call,25,2023-09-15,45,0.85,0.98,1.1,1,3746,170,22.04,39.88%,0.43469,2023-07-31
QS,13.31,Call,13,2023-09-01,31,1.53,1.58,1.63,1.54,4205,196,21.45,88.51%,0.594198,2023-07-31
MCD,293.2,Call,292.5,2023-08-04,3,2.36,2.41,2.45,2.35,2569,125,20.55,18.80%,0.565392,2023-07-31
NET,68.77,Put,59,2023-08-04,3,0.81,0.84,0.86,0.85,14059,705,19.94,172.05%,-0.143889,2023-07-31
AFRM,19.39,Put,19,2023-08-04,3,0.68,0.69,0.7,0.69,3481,176,19.78,126.05%,-0.405871,2023-07-31
ATVI,92.76,Call,90,2023-08-04,3,2.36,2.68,2.99,2.28,2500,128,19.53,31.59%,0.860883,2023-07-31
ANET,155.09,Call,167.5,2023-08-04,3,2.5,2.63,2.75,2.65,3241,167,19.41,123.55%,0.265191,2023-07-31
TEAM,181.94,Put,157.5,2023-08-04,3,1.5,1.58,1.65,1.6,2986,154,19.39,147.28%,-0.125027,2023-07-31
ATVI,92.76,Put,92.5,2023-09-15,45,2.28,2.52,2.76,2.3,10863,579,18.76,20.66%,-0.444636,2023-07-31
TUP,4.27,Call,7.5,2023-08-04,3,0.1,0.13,0.15,0.11,5254,281,18.7,477.85%,0.13947,2023-07-31
DDOG,116.72,Put,115,2023-09-15,45,7.55,7.63,7.7,7.7,2035,112,18.17,54.73%,-0.420836,2023-07-31
BIG,10.25,Put,10,2023-08-18,17,0.6,0.63,0.65,0.6,3335,184,18.13,81.98%,-0.41128,2023-07-31
NKE,110.39,Call,115,2023-08-11,10,0.4,0.41,0.42,0.42,10777,599,17.99,25.05%,0.173895,2023-07-31
ATVI,92.76,Call,85,2023-08-04,3,7.3,7.65,8,6.95,3765,210,17.93,69.06%,0.924188,2023-07-31
UBER,49.46,Call,49.5,2023-08-04,3,2.08,2.1,2.12,2.12,5897,341,17.29,119.06%,0.520156,2023-07-31
CCJ,35.16,Call,37,2023-08-18,17,0.66,0.68,0.7,0.7,3419,198,17.27,45.35%,0.326964,2023-07-31
WDC,42.56,Put,40,2023-08-04,3,0.43,0.45,0.46,0.46,2728,159,17.16,92.69%,-0.216237,2023-07-31
ZS,160.38,Call,165,2023-08-04,3,1.74,1.79,1.84,1.76,1721,103,16.71,60.94%,0.31613,2023-07-31
ATVI,92.76,Call,91,2023-08-04,3,1.36,1.77,2.18,1.57,5084,305,16.67,31.36%,0.759108,2023-07-31
LYFT,12.71,Put,13,2023-08-11,10,1.39,1.4,1.42,1.4,1808,109,16.59,148.75%,-0.485643,2023-07-31
MRK,106.65,Call,106,2023-08-04,3,2.19,2.24,2.28,2.27,3135,197,15.91,49.81%,0.564549,2023-07-31
CSCO,52.04,Put,51,2023-08-04,3,0.13,0.15,0.17,0.15,8486,535,15.86,27.52%,-0.203541,2023-07-31
ON,107.75,Call,112,2023-08-04,3,0.66,0.69,0.72,0.68,3159,200,15.8,54.41%,0.226408,2023-07-31
FSR,6.17,Call,7.5,2023-08-18,17,0.27,0.28,0.29,0.28,2497,160,15.61,130.68%,0.29376,2023-07-31
ROKU,96.27,Put,89,2023-08-04,3,0.72,0.74,0.76,0.75,3332,214,15.57,93.80%,-0.165857,2023-07-31
CYH,4.39,Call,7,2023-12-15,137,0.2,0.28,0.35,0.2,2000,130,15.38,72.70%,0.218137,2023-07-31
SOFI,11.45,Call,13,2023-08-11,10,0.16,0.17,0.17,0.16,8836,575,15.37,82.27%,0.196653,2023-07-31
ATVI,92.76,Call,65,2023-08-18,17,26.85,27.78,28.7,28.01,7750,508,15.26,79.44%,0.985165,2023-07-31
PLTR,19.84,Call,30,2023-09-15,45,0.43,0.44,0.45,0.44,1980,130,15.23,95.43%,0.14766,2023-07-31
AMAT,151.59,Put,141,2023-08-11,10,0.42,0.45,0.49,0.52,3185,210,15.17,36.02%,-0.103091,2023-07-31
SIX,23.9,Put,20,2023-08-18,17,0.1,0.15,0.2,0.2,2341,155,15.1,71.41%,-0.10606,2023-07-31
AMD,114.4,Call,125,2023-09-01,31,3.75,3.8,3.85,3.8,5389,357,15.1,56.35%,0.333841,2023-07-31
ATVI,92.76,Call,75,2023-08-18,17,16.65,17.5,18.35,17.58,6689,445,15.03,68.67%,0.936371,2023-07-31
UPST,68.69,Put,66,2023-08-04,3,2.4,2.44,2.48,2.56,1592,106,15.02,149.52%,-0.357448,2023-07-31
ORCL,117.23,Call,117,2023-08-11,10,2.22,2.24,2.26,2.23,4704,315,14.93,26.46%,0.536647,2023-07-31
PYPL,75.82,Call,86,2023-08-04,3,0.54,0.55,0.56,0.55,3232,219,14.76,120.63%,0.137099,2023-07-31
ADBE,546.17,Call,550,2023-08-04,3,5.8,6,6.2,5.76,4848,330,14.69,38.66%,0.432753,2023-07-31
MRO,26.27,Put,26,2023-08-04,3,0.42,0.44,0.45,0.43,1618,111,14.58,59.03%,-0.410996,2023-07-31
ATVI,92.76,Call,72.5,2023-08-18,17,19.2,20.08,20.95,20.09,101737,6992,14.55,81.51%,0.933581,2023-07-31
SOFI,11.45,Put,10.5,2023-08-18,17,0.29,0.3,0.3,0.31,4031,278,14.5,71.38%,-0.256773,2023-07-31
PBR,14.68,Call,14.5,2023-08-18,17,0.54,0.57,0.6,0.57,9728,673,14.45,40.06%,0.559314,2023-07-31
RIG,8.8,Put,8.5,2023-08-04,3,0.22,0.23,0.23,0.22,9829,685,14.35,112.29%,-0.346281,2023-07-31
TUP,4.27,Call,4.5,2023-08-04,3,0.6,0.63,0.65,0.64,5952,415,14.34,475.85%,0.537872,2023-07-31
FCX,44.65,Put,41,2023-08-11,10,0.09,0.1,0.1,0.12,2835,199,14.25,37.09%,-0.075427,2023-07-31
SOFI,11.45,Put,10,2023-09-15,45,0.4,0.41,0.41,0.4,7138,504,14.16,65.31%,-0.232601,2023-07-31
CVNA,45.95,Put,33,2023-08-18,17,0.53,0.56,0.59,0.53,4987,356,14.01,124.12%,-0.084046,2023-07-31
SYK,283.41,Call,260,2023-09-15,45,27.7,28.05,28.4,28,1797,129,13.93,30.72%,0.81598,2023-07-31
SOFI,11.45,Call,12.5,2023-08-18,17,0.33,0.34,0.35,0.34,12116,873,13.88,72.05%,0.318953,2023-07-31
