Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
GPN,208.98,Call,220,2021-01-15,18,1.45,1.53,1.6,1.55,13318,100,133.18,27.89%,N/A,2020-12-28
MSFT,224.96,Call,242.5,2021-02-05,39,2.64,2.67,2.7,2.67,6572,100,65.72,28.49%,N/A,2020-12-28
TSEM,26.32,Call,28,2021-01-15,18,0.6,0.63,0.65,0.63,23364,370,63.15,53.81%,N/A,2020-12-28
CNP,21.41,Call,25,2021-04-16,109,0.35,0.38,0.4,0.37,7152,114,62.74,30.04%,N/A,2020-12-28
AMBA,95.41,Call,110,2021-01-15,18,1.75,1.78,1.8,1.8,8614,176,48.94,73.83%,N/A,2020-12-28
LI,27.01,Call,31,2021-01-08,11,0.75,0.77,0.78,0.76,15846,328,48.31,109.85%,N/A,2020-12-28
FTCH,62.41,Put,55,2021-01-15,18,0.83,0.87,0.9,0.82,21532,581,37.06,63.36%,N/A,2020-12-28
NCLH,25.53,Put,26,2020-12-31,3,0.74,0.76,0.77,0.78,5114,138,37.06,55.11%,N/A,2020-12-28
BZUN,31.23,Call,33,2021-01-15,18,0.75,0.83,0.9,0.75,7774,217,35.82,51.34%,N/A,2020-12-28
AAPL,136.69,Put,136,2020-12-31,3,1.36,1.38,1.39,1.37,32654,913,35.77,34.49%,N/A,2020-12-28
MCFE,16.24,Put,15,2021-03-19,81,1,1.25,1.5,1.1,5006,150,33.37,57.13%,N/A,2020-12-28
TAK,18.14,Call,17.5,2021-04-16,109,1.9,1.92,1.95,1.95,6020,193,31.19,40.34%,N/A,2020-12-28
ZM,351.39,Call,420,2021-01-08,11,1.45,1.48,1.5,1.47,7368,247,29.83,69.85%,N/A,2020-12-28
UAA,17.27,Call,18,2021-01-15,18,0.44,0.45,0.46,0.46,4218,143,29.5,49.02%,N/A,2020-12-28
FTCH,62.41,Put,50,2021-01-15,18,0.24,0.26,0.27,0.24,27156,960,28.29,66.66%,N/A,2020-12-28
AMZN,3283.96,Put,3300,2020-12-31,3,39.85,40.48,41.1,40.44,6378,226,28.22,26.92%,N/A,2020-12-28
ZM,351.39,Call,365,2020-12-31,3,2.6,2.65,2.7,2.65,3999,146,27.39,58.50%,N/A,2020-12-28
NCLH,25.53,Call,30,2021-01-29,32,0.9,0.94,0.97,0.94,4106,159,25.82,78.74%,N/A,2020-12-28
GME,20.99,Put,21,2021-02-19,53,4.35,4.48,4.6,4.4,8206,337,24.35,140.31%,N/A,2020-12-28
AMZN,3283.96,Call,3150,2021-01-22,25,182.55,184.4,186.25,183,2520,107,23.55,29.64%,N/A,2020-12-28
BILI,81.38,Call,110,2021-01-15,18,0.22,0.24,0.26,0.24,17125,790,21.68,76.09%,N/A,2020-12-28
GME,20.99,Call,28,2020-12-31,3,0.08,0.11,0.13,0.13,2389,117,20.42,209.67%,N/A,2020-12-28
M,11.66,Put,11.5,2020-12-31,3,0.18,0.19,0.2,0.19,5280,260,20.31,62.79%,N/A,2020-12-28
M,11.66,Put,10.5,2021-01-08,11,0.13,0.14,0.14,0.13,10344,529,19.55,67.42%,N/A,2020-12-28
NYMT,3.65,Call,4.5,2021-07-16,200,0.1,0.15,0.2,0.2,5665,299,18.95,42.47%,N/A,2020-12-28
MRNA,111.4,Call,115,2020-12-31,3,1.95,2.05,2.15,2.05,2923,156,18.74,86.96%,N/A,2020-12-28
AAPL,136.69,Call,144,2021-01-08,11,1.07,1.09,1.1,1.08,2402,129,18.62,37.05%,N/A,2020-12-28
LI,27.01,Call,27.5,2020-12-31,3,0.61,0.64,0.66,0.65,4471,248,18.03,88.45%,N/A,2020-12-28
BIDU,193.08,Call,197.5,2020-12-31,3,1.56,1.63,1.69,1.64,3723,208,17.9,48.06%,N/A,2020-12-28
AAPL,136.69,Put,137,2020-12-31,3,1.84,1.87,1.89,1.88,10175,570,17.85,34.97%,N/A,2020-12-28
GME,20.99,Call,26,2020-12-31,3,0.21,0.22,0.24,0.22,5802,326,17.8,193.42%,N/A,2020-12-28
AAPL,136.69,Put,135,2020-12-31,3,0.97,0.98,0.99,0.97,53137,3114,17.06,34.37%,N/A,2020-12-28
MSFT,224.96,Call,250,2021-01-08,11,0.12,0.13,0.13,0.13,5839,343,17.02,31.28%,N/A,2020-12-28
GSX,50.95,Call,50,2020-12-31,3,2.1,2.25,2.4,2.4,1915,114,16.8,103.19%,N/A,2020-12-28
TSLA,663.69,Call,710,2022-03-18,445,167.85,170,172.15,174.86,2379,142,16.75,64.99%,N/A,2020-12-28
LI,27.01,Call,28.5,2020-12-31,3,0.37,0.39,0.41,0.41,1983,125,15.86,97.57%,N/A,2020-12-28
AMZN,3283.96,Call,3290,2020-12-31,3,29.4,29.92,30.45,29.5,11387,721,15.79,27.10%,N/A,2020-12-28
AMZN,3283.96,Call,3300,2020-12-31,3,25.3,25.8,26.3,25.5,64076,4065,15.76,27.47%,N/A,2020-12-28
SPWR,26.31,Call,29,2020-12-31,3,0.17,0.2,0.22,0.19,4606,293,15.72,101.53%,N/A,2020-12-28
