Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
AMC,33.07,Call,34,2021-08-13,1,0.45,0.46,0.47,0.45,27280,127,214.8,119.09%,0.339523,2021-08-12
AMC,33.07,Call,32,2021-08-13,1,1.38,1.44,1.5,1.5,18825,233,80.79,126.81%,0.701537,2021-08-12
AMC,33.07,Call,36,2021-08-13,1,0.14,0.15,0.15,0.14,12960,177,73.22,136.03%,0.123691,2021-08-12
FB,362.65,Call,365,2021-08-13,1,0.62,0.63,0.64,0.64,13406,226,59.32,20.24%,0.272821,2021-08-12
PCG,9.24,Call,14,2022-01-21,162,0.25,0.26,0.27,0.26,16034,287,55.87,54.70%,0.169172,2021-08-12
TTD,85.61,Put,85,2021-09-17,36,4.8,4.9,5,5.02,30018,543,55.28,48.71%,-0.450853,2021-08-12
MU,70.25,Call,70,2021-08-13,1,0.71,0.74,0.77,0.73,13262,241,55.03,40.74%,0.570634,2021-08-12
BAC,42.15,Put,42,2021-08-13,1,0.13,0.14,0.15,0.15,20373,394,51.71,24.59%,-0.389707,2021-08-12
PFE,47.24,Put,50,2021-09-17,36,3.4,3.47,3.55,3.72,7046,157,44.88,26.65%,-0.747802,2021-08-12
FL,56.94,Call,63,2021-08-20,8,0.4,0.45,0.5,0.42,3981,106,37.56,64.37%,0.154673,2021-08-12
COMM,15.43,Call,16,2021-08-20,8,0.1,0.13,0.15,0.1,4483,127,35.3,32.71%,0.234354,2021-08-12
MRNA,391.42,Call,395,2021-08-13,1,6.05,6.1,6.15,5.9,4738,135,35.1,94.51%,0.436716,2021-08-12
MA,361.98,Call,365,2021-11-19,99,17.8,18.08,18.35,18.2,7081,228,31.06,26.32%,0.499874,2021-08-12
DDOG,130.28,Call,131,2021-08-13,1,0.85,0.9,0.94,0.91,3201,107,29.92,45.34%,0.412813,2021-08-12
PFE,47.24,Put,47,2021-08-13,1,0.18,0.19,0.19,0.19,4208,141,29.84,29.78%,-0.371041,2021-08-12
GRPN,25.51,Call,29,2021-08-20,8,0.35,0.42,0.48,0.36,4697,165,28.47,93.52%,0.195762,2021-08-12
EQT,18.74,Put,25,2023-01-20,526,9,9.1,9.2,9.15,3271,115,28.44,53.59%,-0.549902,2021-08-12
ROKU,369.52,Call,370,2021-08-13,1,3.5,3.65,3.8,3.5,2982,107,27.87,48.37%,0.484639,2021-08-12
AMD,106.5,Call,107,2021-08-13,1,0.66,0.69,0.71,0.66,21190,805,26.32,39.82%,0.415191,2021-08-12
MRNA,391.42,Call,400,2021-08-13,1,4.15,4.38,4.6,4.25,25111,966,25.99,94.42%,0.339417,2021-08-12
ZM,362.86,Call,370,2021-08-13,1,1.1,1.13,1.15,1.1,5477,213,25.71,47.02%,0.217861,2021-08-12
AON,275,Call,280,2021-09-17,36,4.7,5,5.3,5.06,2579,102,25.28,21.17%,0.402394,2021-08-12
ENB,39.19,Put,25,2022-01-21,162,0.05,0.1,0.15,0.1,15050,603,24.96,35.50%,-0.026007,2021-08-12
CSCO,56.39,Put,60,2021-09-17,36,4,4.08,4.15,4.06,5901,248,23.79,20.46%,-0.832653,2021-08-12
ADI,168.58,Put,157.5,2021-08-20,8,0.35,0.43,0.5,0.4,5014,215,23.32,35.49%,-0.094382,2021-08-12
HOOD,48.1,Call,49,2021-08-13,1,0.65,0.7,0.75,0.7,2937,130,22.59,107.68%,0.381805,2021-08-12
AMRN,5.64,Call,6,2021-08-13,1,0.1,0.11,0.12,0.11,3985,185,21.54,205.73%,0.30124,2021-08-12
TGTX,22.47,Call,18,2023-01-20,526,13.9,14.15,14.4,14.15,2432,120,20.27,135.60%,0.829161,2021-08-12
BLMN,26.45,Call,27.5,2021-10-15,64,1.45,1.55,1.65,1.25,2026,100,20.26,45.15%,0.455816,2021-08-12
SONO,37.38,Call,38,2021-08-20,8,1.1,1.19,1.28,1.28,2284,117,19.52,70.58%,0.458179,2021-08-12
MLCO,12.77,Put,11,2021-09-17,36,0.2,0.23,0.25,0.24,5143,265,19.41,57.04%,-0.178032,2021-08-12
SPCE,25.94,Call,26,2021-08-13,1,0.49,0.52,0.54,0.51,6072,321,18.92,99.49%,0.492706,2021-08-12
ALLT,16.48,Call,17.5,2021-09-17,36,0.45,0.8,1.15,0.5,3608,192,18.79,43.33%,0.354576,2021-08-12
IGT,20.12,Call,22,2021-09-17,36,0.55,0.58,0.6,0.56,4245,229,18.54,48.87%,0.306737,2021-08-12
BIDU,159.63,Call,160,2021-08-13,1,0.98,1.18,1.37,1.31,4075,226,18.03,44.58%,0.465153,2021-08-12
ATER,4.44,Put,2.5,2021-09-17,36,0.1,0.13,0.15,0.1,5588,325,17.19,158.45%,-0.080273,2021-08-12
AMD,106.5,Call,108,2021-08-13,1,0.37,0.38,0.38,0.38,17843,1041,17.14,42.28%,0.267346,2021-08-12
LI,30.11,Put,29,2021-12-17,127,3.95,4.18,4.4,3.95,2000,118,16.95,64.90%,-0.385943,2021-08-12
MU,70.25,Call,72,2021-08-13,1,0.14,0.15,0.15,0.13,4448,264,16.85,46.92%,0.161166,2021-08-12
PLTR,24.89,Put,25.5,2021-08-20,8,1.05,1.07,1.09,1.1,1691,101,16.74,48.73%,-0.617683,2021-08-12
IP,59.92,Call,52.5,2021-09-17,36,7.3,7.4,7.5,7.3,6352,387,16.41,29.47%,0.940367,2021-08-12
EXAS,96.33,Put,100,2021-09-17,36,7.2,7.45,7.7,7,1656,103,16.08,44.12%,-0.579391,2021-08-12
MU,70.25,Call,72,2021-08-20,8,0.78,0.81,0.84,0.77,2858,178,16.06,36.37%,0.33372,2021-08-12
SONO,37.38,Call,39,2021-08-20,8,0.8,0.88,0.96,0.9,3072,194,15.84,70.06%,0.360539,2021-08-12
SONO,37.38,Call,37,2021-08-20,8,1.53,1.62,1.71,1.6,1613,103,15.66,63.83%,0.561837,2021-08-12
IP,59.92,Call,58.5,2021-08-13,1,1.15,1.33,1.5,1.43,1887,121,15.6,26.18%,0.962067,2021-08-12
EGHT,24.89,Put,25,2021-09-17,36,1.15,1.25,1.35,1.25,9523,617,15.43,38.25%,-0.49055,2021-08-12
IP,59.92,Call,50,2021-09-17,36,9.8,9.95,10.1,9.8,11750,764,15.38,42.29%,0.927262,2021-08-12
VST,18.39,Call,19,2021-09-17,36,0.4,0.43,0.45,0.36,2544,166,15.33,30.24%,0.37215,2021-08-12
PENN,73.21,Put,66.5,2021-08-20,8,0.25,0.26,0.27,0.28,7214,480,15.03,51.35%,-0.096292,2021-08-12
TTD,85.61,Call,85,2021-09-17,36,5.4,5.45,5.5,5.56,30229,2015,15,48.11%,0.549028,2021-08-12
AAPL,148.89,Put,140,2021-09-03,22,0.76,0.77,0.77,0.76,19257,1285,14.99,25.23%,-0.153735,2021-08-12
MU,70.25,Put,69,2021-08-20,8,0.97,1.02,1.06,1,3055,204,14.98,37.60%,-0.362879,2021-08-12
PAGS,57.09,Put,47.5,2021-09-17,36,0.35,0.58,0.8,0.53,1868,125,14.94,51.34%,-0.110933,2021-08-12
IP,59.92,Call,55,2021-08-20,8,4.8,5.2,5.6,4.9,2835,196,14.46,71.09%,0.805763,2021-08-12
NIO,42.47,Call,43,2021-08-13,1,0.47,0.48,0.49,0.47,17854,1240,14.4,78.84%,0.389774,2021-08-12
CNI,108.25,Call,120,2021-10-15,64,1.3,1.48,1.65,1.49,1866,130,14.35,28.96%,0.211808,2021-08-12
IP,59.92,Call,45,2021-08-20,8,14.8,14.95,15.1,14.8,1645,121,13.6,119.89%,0.95591,2021-08-12
QS,22.52,Put,35,2021-12-17,127,13.3,13.58,13.85,13.63,19000,1493,12.73,78.23%,-0.765737,2021-08-12
AMAT,129.22,Put,129,2021-08-13,1,0.72,0.8,0.89,0.76,2181,173,12.61,32.07%,-0.456621,2021-08-12
PENN,73.21,Put,71.5,2021-08-20,8,1.35,1.39,1.43,1.55,2159,175,12.34,50.04%,-0.360772,2021-08-12
QCOM,147.15,Call,148,2021-08-13,1,0.3,0.33,0.36,0.32,4337,354,12.25,21.48%,0.304864,2021-08-12
ABR,18.71,Call,12.5,2022-01-21,162,6.1,6.25,6.4,6.17,1523,125,12.18,58.96%,0.896107,2021-08-12
MRNA,391.42,Call,410,2021-08-13,1,1.95,2.17,2.38,2.28,8632,710,12.16,102.10%,0.20015,2021-08-12
CF,49.03,Call,40,2021-08-20,8,8.9,9,9.1,8.8,1380,115,12,78.94%,0.964842,2021-08-12
CPNG,34.13,Put,27.5,2021-09-17,36,0.6,0.7,0.8,0.64,3853,323,11.93,72.60%,-0.144213,2021-08-12
FUBO,31.56,Put,32,2021-08-13,1,0.75,0.8,0.85,0.82,1253,109,11.5,86.42%,-0.611598,2021-08-12
MU,70.25,Put,65,2021-08-27,15,0.53,0.55,0.57,0.5,8666,757,11.45,41.60%,-0.16761,2021-08-12
WFC,51.15,Call,65,2021-11-19,99,0.23,0.25,0.26,0.24,2749,241,11.41,30.28%,0.07121,2021-08-12
AMC,33.07,Put,45,2021-09-17,36,14.5,14.6,14.7,14.44,10022,881,11.38,147.59%,-0.667429,2021-08-12
AA,45.15,Call,46,2021-08-20,8,0.94,0.96,0.97,0.94,3323,294,11.3,49.10%,0.41295,2021-08-12
DIS,179.29,Call,202.5,2021-08-13,1,0.14,0.15,0.15,0.14,5904,525,11.25,123.16%,0.03172,2021-08-12
