Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
TRIP,20.82,Call,26,2020-07-17,32,0.6,0.63,0.65,0.65,13255,109,121.61,87.18%,N/A,2020-06-15
ZGNX,30.01,Call,42,2020-07-17,32,0.6,0.65,0.7,0.67,21229,250,84.92,99.87%,N/A,2020-06-15
IRBT,82.39,Call,90,2020-06-19,4,0.45,0.48,0.5,0.45,11666,139,83.93,75.38%,N/A,2020-06-15
GSX,52,Put,60,2020-07-17,32,11.7,12.4,13.1,12.73,7439,110,67.63,124.40%,N/A,2020-06-15
JPM,101.25,Call,108,2020-06-26,11,1.73,1.8,1.86,1.8,14945,259,57.7,60.17%,N/A,2020-06-15
T,30.5,Put,28,2020-07-02,17,0.21,0.22,0.24,0.24,7875,237,33.23,41.88%,N/A,2020-06-15
HTHT,36.02,Put,30,2020-07-17,32,0.5,0.53,0.55,0.53,5091,166,30.67,63.35%,N/A,2020-06-15
MCD,189.49,Call,202.5,2020-06-26,11,0.79,0.82,0.85,0.8,3736,133,28.09,34.47%,N/A,2020-06-15
SABR,8.48,Put,5,2021-01-15,214,0.65,0.83,1,0.9,5366,193,27.8,115.00%,N/A,2020-06-15
GSK,40.72,Call,41,2020-06-19,4,0.55,0.58,0.6,0.6,60963,2276,26.79,42.70%,N/A,2020-06-15
IR,31.02,Call,32,2020-10-16,123,2.85,3.13,3.4,2.85,3000,123,24.39,44.71%,N/A,2020-06-15
INTC,60.1,Call,65,2020-07-02,17,0.49,0.5,0.5,0.49,38953,1855,21,38.55%,N/A,2020-06-15
GM,27.77,Call,34,2020-07-17,32,0.25,0.27,0.29,0.28,5316,257,20.68,56.15%,N/A,2020-06-15
TWTR,34.11,Call,35,2020-07-02,17,1.33,1.36,1.39,1.32,6704,328,20.44,57.83%,N/A,2020-06-15
JPM,101.25,Call,107,2020-06-26,11,1.95,2.07,2.19,2,2306,113,20.41,59.10%,N/A,2020-06-15
INTC,60.1,Call,68,2020-06-26,11,0.12,0.14,0.15,0.14,4563,229,19.93,46.29%,N/A,2020-06-15
DISH,34.04,Put,32.5,2020-07-17,32,1.85,2,2.15,2,3188,168,18.98,69.33%,N/A,2020-06-15
MTW,10.82,Call,12,2020-07-17,32,0.5,0.58,0.65,0.6,1914,102,18.76,80.77%,N/A,2020-06-15
ERI,38.44,Call,40,2020-07-02,17,3.4,3.6,3.8,3.76,2069,114,18.15,133.34%,N/A,2020-06-15
AMCX,29.35,Put,22.5,2020-07-17,32,0.35,0.5,0.65,0.3,2003,116,17.27,73.83%,N/A,2020-06-15
MOMO,18.8,Call,19.5,2020-06-19,4,0.25,0.28,0.3,0.3,4601,275,16.73,72.98%,N/A,2020-06-15
X,9.52,Put,9.5,2020-06-26,11,0.5,0.61,0.72,0.63,1945,123,15.81,97.61%,N/A,2020-06-15
EBAY,47.89,Put,47,2020-06-19,4,0.5,0.52,0.53,0.54,1854,122,15.2,46.44%,N/A,2020-06-15
CSCO,45.35,Put,50,2020-07-17,32,5.2,5.33,5.45,5.31,4003,272,14.72,41.53%,N/A,2020-06-15
PINS,21.15,Put,19.5,2020-06-19,4,0.15,0.18,0.2,0.2,4139,317,13.06,89.12%,N/A,2020-06-15
SHOP,805.47,Put,730,2020-06-19,4,2.35,2.88,3.4,3.1,2919,224,13.03,75.60%,N/A,2020-06-15
CRBP,7.14,Put,6,2020-07-17,32,0.75,0.78,0.8,0.8,2663,206,12.93,168.96%,N/A,2020-06-15
CVS,63.32,Call,62.5,2020-07-17,32,3.1,3.2,3.3,3.07,3614,281,12.86,34.97%,N/A,2020-06-15
AAL,16.7,Put,11.5,2020-06-26,11,0.18,0.2,0.21,0.18,5421,425,12.76,165.51%,N/A,2020-06-15
LRCX,291.14,Call,290,2020-06-19,4,6.95,7.23,7.5,7.1,6745,541,12.47,53.49%,N/A,2020-06-15
ORCL,53.25,Call,47.5,2020-08-21,67,6.65,6.8,6.95,6.6,1303,107,12.18,31.52%,N/A,2020-06-15
YUM,91.44,Put,90,2020-10-16,123,6.8,7.05,7.3,6.9,1603,134,11.96,37.31%,N/A,2020-06-15
CVX,91.23,Put,80,2020-06-26,11,0.4,0.49,0.57,0.5,1724,145,11.89,62.36%,N/A,2020-06-15
ZYNE,5.05,Call,10,2020-07-17,32,1.15,1.17,1.2,1.22,6025,513,11.74,378.96%,N/A,2020-06-15
LK,3.99,Call,6,2020-07-02,17,0.35,0.41,0.47,0.37,2979,259,11.5,260.99%,N/A,2020-06-15
STX,50.74,Put,45,2020-09-18,95,2.2,2.42,2.64,2.44,2506,229,10.94,49.87%,N/A,2020-06-15
HTZ,1.88,Call,0.5,2020-06-19,4,1.35,1.38,1.4,1.4,9072,829,10.94,0.00%,N/A,2020-06-15
CRWD,99.02,Call,101,2020-06-19,4,2.35,2.43,2.5,2.45,1172,110,10.65,80.01%,N/A,2020-06-15
LEN,63.5,Call,68,2020-06-19,4,0.53,0.59,0.64,0.64,1452,139,10.45,79.84%,N/A,2020-06-15
TSLA,990.9,Call,990,2020-06-26,11,47.45,47.95,48.45,48.22,1748,168,10.4,69.38%,N/A,2020-06-15
PBR,8.38,Put,7,2020-07-10,25,0.12,0.18,0.23,0.12,4772,460,10.37,70.14%,N/A,2020-06-15
VSLR,9.8,Call,12,2020-10-16,123,1.05,1.28,1.5,1.3,3012,296,10.18,88.95%,N/A,2020-06-15
ANGI,12.82,Call,12.5,2020-07-17,32,1.45,1.48,1.5,1.45,5221,519,10.06,85.55%,N/A,2020-06-15
NFLX,425.5,Call,800,2022-01-21,585,12.2,14.1,16,14.1,2303,230,10.01,38.57%,N/A,2020-06-15
LEN,63.5,Put,58,2020-06-19,4,0.48,0.59,0.69,0.49,1661,167,9.95,88.72%,N/A,2020-06-15
GOGO,2.92,Put,2,2020-07-17,32,0.2,0.23,0.25,0.25,6281,639,9.83,213.31%,N/A,2020-06-15
PTON,49.94,Call,54,2020-06-19,4,0.44,0.46,0.48,0.45,2087,214,9.75,82.67%,N/A,2020-06-15
SPCE,15.32,Put,12,2020-06-26,11,0.11,0.11,0.12,0.11,1032,106,9.74,106.96%,N/A,2020-06-15
SQ,91,Call,95,2020-07-02,17,3,3.08,3.15,3,2058,212,9.71,58.87%,N/A,2020-06-15
TSLA,990.9,Call,1065,2020-06-19,4,6.05,6.5,6.95,6.58,1415,147,9.63,70.35%,N/A,2020-06-15
CYH,3.28,Put,2,2020-09-18,95,0.15,0.22,0.3,0.15,2500,270,9.26,111.85%,N/A,2020-06-15
SHOP,805.47,Put,735,2020-06-19,4,2.8,3.35,3.9,3.5,2649,286,9.26,74.29%,N/A,2020-06-15
AMZN,2572.68,Call,2550,2020-06-26,11,74,75.4,76.8,72.32,1689,183,9.23,33.65%,N/A,2020-06-15
MCHP,101.25,Put,75,2021-01-15,214,5.3,5.55,5.8,5.6,1206,132,9.14,58.60%,N/A,2020-06-15
GSX,52,Call,60,2020-07-17,32,3.8,4,4.2,3.84,11672,1304,8.95,108.21%,N/A,2020-06-15
PVG,8.27,Put,8,2020-07-17,32,0.35,0.43,0.5,0.5,1109,125,8.87,65.73%,N/A,2020-06-15
TSLA,990.9,Call,980,2020-06-26,11,52.2,52.83,53.45,52.2,1879,212,8.86,67.92%,N/A,2020-06-15
CYH,3.28,Call,4,2020-09-18,95,0.3,0.43,0.55,0.35,2508,285,8.8,87.82%,N/A,2020-06-15
PTON,49.94,Call,55,2020-06-26,11,1.05,1.07,1.09,1.07,1877,214,8.77,80.60%,N/A,2020-06-15
MTDR,10.21,Put,7.5,2020-11-20,158,1.35,1.53,1.7,1.6,2500,285,8.77,123.46%,N/A,2020-06-15
ZYNE,5.05,Call,5,2020-08-21,67,2,2.65,3.3,2.2,5082,580,8.76,266.59%,N/A,2020-06-15
LEN,63.5,Call,70,2020-06-19,4,0.3,0.32,0.35,0.35,2202,267,8.25,80.81%,N/A,2020-06-15
TSLA,990.9,Put,910,2020-07-17,32,47.2,48.55,49.9,46.6,1080,131,8.24,72.47%,N/A,2020-06-15
FDX,133.68,Call,155,2020-06-26,11,0.35,0.4,0.44,0.4,2522,310,8.14,56.21%,N/A,2020-06-15
AXP,103.95,Put,100,2020-09-18,95,8.15,8.65,9.15,8.5,2000,246,8.13,50.94%,N/A,2020-06-15
LEN,63.5,Call,72.5,2020-06-19,4,0.1,0.11,0.12,0.11,1187,150,7.91,76.33%,N/A,2020-06-15
PTON,49.94,Call,53,2020-06-19,4,0.64,0.66,0.68,0.67,2797,354,7.9,83.74%,N/A,2020-06-15
ZM,239.02,Put,230,2020-06-19,4,4.6,4.65,4.7,4.7,3168,401,7.9,86.52%,N/A,2020-06-15
TSLA,990.9,Call,935,2020-06-26,11,78.3,80.3,82.3,83.05,961,122,7.88,74.95%,N/A,2020-06-15
TSLA,990.9,Call,940,2020-06-26,11,73.55,75.93,78.3,77,913,116,7.87,70.30%,N/A,2020-06-15
LVS,49.06,Put,46,2020-07-17,32,2.62,2.76,2.89,2.69,1807,231,7.82,72.52%,N/A,2020-06-15
AMAT,57.05,Call,56,2020-06-19,4,1.83,1.9,1.97,1.85,2844,365,7.79,52.96%,N/A,2020-06-15
ZM,239.02,Put,215,2020-06-19,4,1.45,1.53,1.6,1.5,2867,368,7.79,92.14%,N/A,2020-06-15
TSLA,990.9,Put,940,2020-06-19,4,8.5,9.25,10,9.1,6880,890,7.73,67.95%,N/A,2020-06-15
TSLA,990.9,Put,935,2020-06-19,4,7.8,8.18,8.55,8.3,4536,599,7.57,69.12%,N/A,2020-06-15
TSLA,990.9,Call,1020,2020-06-19,4,14.75,15.38,16,16,10134,1339,7.57,67.02%,N/A,2020-06-15
DT,38.58,Call,36,2020-06-19,4,2.7,3,3.3,3,783,105,7.46,85.12%,N/A,2020-06-15
WIX,221.2,Call,230,2020-07-17,32,9.5,10,10.5,9.75,962,129,7.46,51.05%,N/A,2020-06-15
BA,190.94,Call,177.5,2020-06-19,4,16.1,17,17.9,16.5,803,108,7.44,104.52%,N/A,2020-06-15
NVAX,51.07,Call,51,2020-06-19,4,2.6,2.65,2.7,2.7,943,127,7.43,124.94%,N/A,2020-06-15
UAA,9.86,Put,9,2020-06-19,4,0.08,0.1,0.12,0.11,1201,162,7.41,102.26%,N/A,2020-06-15
COP,43.35,Put,34,2020-07-17,32,0.51,0.66,0.81,0.78,1162,158,7.35,82.59%,N/A,2020-06-15
NVDA,366.95,Call,390,2020-06-26,11,3.7,3.9,4.1,3.95,1688,241,7,46.21%,N/A,2020-06-15
TSLA,990.9,Call,985,2020-06-19,4,28.55,29.28,30,29.65,4055,582,6.97,64.27%,N/A,2020-06-15
SNAP,20.75,Call,21,2020-07-02,17,0.85,0.88,0.9,0.86,4154,596,6.97,54.21%,N/A,2020-06-15
ORCL,53.25,Call,55,2020-07-10,25,1.24,1.36,1.47,1.42,1546,222,6.96,38.31%,N/A,2020-06-15
TSLA,990.9,Call,990,2020-06-19,4,26.8,27.4,28,27.2,8098,1165,6.95,64.49%,N/A,2020-06-15
BA,190.94,Call,192.5,2020-06-19,4,8.4,8.5,8.6,8.4,4949,718,6.89,114.28%,N/A,2020-06-15
BBL,41.05,Put,40,2020-09-18,95,3.2,3.45,3.7,3.5,750,109,6.88,49.60%,N/A,2020-06-15
COG,19.4,Put,19,2020-06-19,4,0.4,0.43,0.45,0.45,1962,285,6.88,78.74%,N/A,2020-06-15
DT,38.58,Call,38,2020-06-19,4,1.55,1.7,1.85,1.6,1312,191,6.87,80.44%,N/A,2020-06-15
PFE,33.36,Call,34,2020-07-02,17,0.74,0.78,0.81,0.72,858,125,6.86,34.45%,N/A,2020-06-15
TAL,64.84,Put,30,2020-11-20,158,0.45,0.48,0.5,0.45,798,117,6.82,72.65%,N/A,2020-06-15
JPM,101.25,Call,103,2020-06-19,4,1.7,1.77,1.84,1.63,3567,524,6.81,56.23%,N/A,2020-06-15
TSLA,990.9,Call,965,2020-06-19,4,40.2,41.5,42.8,41.57,2559,382,6.7,64.99%,N/A,2020-06-15
MRNA,66.57,Put,49,2020-07-17,32,1.75,1.95,2.15,1.85,1099,167,6.58,113.37%,N/A,2020-06-15
CCL,19.44,Call,16,2020-07-02,17,4.1,4.2,4.3,3.98,1299,198,6.56,114.44%,N/A,2020-06-15
TSLA,990.9,Call,960,2020-06-26,11,62.3,64.13,65.95,67,934,145,6.44,73.76%,N/A,2020-06-15
GNUS,4.52,Put,4,2020-06-19,4,0.5,0.53,0.55,0.5,3266,508,6.43,414.66%,N/A,2020-06-15
INTC,60.1,Call,63,2020-07-02,17,0.9,0.93,0.95,0.89,2259,352,6.42,37.82%,N/A,2020-06-15
PRVB,15.58,Call,10,2021-01-15,214,5.3,7.1,8.9,8,1060,165,6.42,125.48%,N/A,2020-06-15
DIS,117.08,Put,45,2022-01-21,585,0.95,1.51,2.06,1.59,660,103,6.41,53.88%,N/A,2020-06-15
TSLA,990.9,Call,955,2020-06-19,4,47.4,48.2,49,48.6,2359,377,6.26,65.99%,N/A,2020-06-15
AAPL,342.99,Call,362.5,2020-06-19,4,0.3,0.41,0.51,0.44,7317,1175,6.23,36.34%,N/A,2020-06-15
TSLA,990.9,Put,945,2020-06-19,4,9.9,10.3,10.7,10.3,2586,417,6.2,67.77%,N/A,2020-06-15
XOM,47.14,Call,46,2020-07-02,17,2.72,2.77,2.82,2.5,871,142,6.13,46.33%,N/A,2020-06-15
FCX,10.47,Call,10.5,2020-07-10,25,0.66,0.71,0.75,0.54,1013,167,6.07,50.28%,N/A,2020-06-15
NVS,85.16,Put,70,2020-10-16,123,0.8,0.9,1,0.95,714,118,6.05,31.33%,N/A,2020-06-15
PBR,8.38,Put,7,2020-09-18,95,0.46,0.51,0.55,0.48,10330,1714,6.03,66.73%,N/A,2020-06-15
TSLA,990.9,Put,880,2020-07-17,32,37.45,37.9,38.35,37.74,1627,270,6.03,74.35%,N/A,2020-06-15
V,191.76,Call,185,2022-06-17,732,34.65,35.7,36.75,36,1343,223,6.02,28.39%,N/A,2020-06-15
DISH,34.04,Call,40,2022-01-21,585,6.6,7.3,8,7.4,615,103,5.97,53.70%,N/A,2020-06-15
TSLA,990.9,Call,995,2020-06-19,4,24.05,24.98,25.9,25.1,3736,632,5.91,65.19%,N/A,2020-06-15
CRWD,99.02,Call,99,2020-06-19,4,3.1,3.55,4,3.3,909,154,5.9,79.40%,N/A,2020-06-15
TSLA,990.9,Call,960,2020-06-19,4,42.9,44.5,46.1,45,7076,1201,5.89,65.43%,N/A,2020-06-15
SHOP,805.47,Call,880,2020-06-19,4,4,4.95,5.9,5.5,622,106,5.87,81.07%,N/A,2020-06-15
ERI,38.44,Call,43,2020-06-19,4,0.7,0.73,0.75,0.7,1626,280,5.81,135.06%,N/A,2020-06-15
SPCE,15.32,Call,16.5,2020-06-26,11,0.57,0.6,0.62,0.58,2262,390,5.8,96.86%,N/A,2020-06-15
ZM,239.02,Put,225,2020-06-19,4,3.1,3.25,3.4,3.2,1611,278,5.79,87.05%,N/A,2020-06-15
MTDR,10.21,Put,10,2020-06-19,4,0.35,0.4,0.45,0.4,13851,2396,5.78,118.25%,N/A,2020-06-15
SHOP,805.47,Call,850,2020-06-19,4,9.8,9.9,10,9.79,5174,895,5.78,75.90%,N/A,2020-06-15
IMMU,31.34,Put,25,2020-08-21,67,0.55,1.05,1.55,1.25,937,163,5.75,75.03%,N/A,2020-06-15
NVDA,366.95,Put,280,2020-08-21,67,5.7,5.88,6.05,6.2,1433,251,5.71,60.49%,N/A,2020-06-15
RAD,12.64,Call,14,2020-06-26,11,0.6,0.65,0.7,0.65,1617,284,5.69,131.40%,N/A,2020-06-15
MRNA,66.57,Call,66.5,2020-06-19,4,2.55,2.72,2.9,2.61,915,161,5.68,92.51%,N/A,2020-06-15
