Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
COF,78.55,Call,79,2020-10-16,1,0.21,0.22,0.23,0.23,24466,157,155.83,25.27%,N/A,2020-10-15
EXPE,90.23,Call,80,2022-01-21,463,25.5,25.75,26,25.5,33938,230,147.56,51.03%,N/A,2020-10-15
BBBY,24.96,Put,24,2020-11-20,36,2.02,2.05,2.09,2.06,12070,112,107.77,82.69%,N/A,2020-10-15
NKLA,23.3,Call,29,2020-10-23,8,0.25,0.28,0.3,0.25,14425,144,100.17,125.80%,N/A,2020-10-15
NIO,28.07,Put,28,2020-10-16,1,0.51,0.52,0.53,0.53,65924,713,92.46,96.50%,N/A,2020-10-15
COF,78.55,Call,78,2020-10-16,1,0.73,0.79,0.86,0.8,12348,138,89.48,28.93%,N/A,2020-10-15
FSLY,89.7,Call,100,2020-10-23,8,1.75,1.78,1.8,1.79,5372,108,49.74,97.55%,N/A,2020-10-15
TME,14.3,Put,13,2020-11-20,36,0.37,0.38,0.38,0.38,11433,260,43.97,52.07%,N/A,2020-10-15
SIRI,5.84,Call,6,2020-11-27,43,0.2,0.23,0.25,0.23,10071,258,39.03,36.91%,N/A,2020-10-15
Z,101.86,Call,110,2020-10-23,8,0.97,1.01,1.04,0.98,10241,266,38.5,59.26%,N/A,2020-10-15
PFE,36.55,Call,38.5,2020-11-06,22,0.72,0.74,0.76,0.74,13161,368,35.76,41.07%,N/A,2020-10-15
GME,13.83,Put,14,2020-10-23,8,1.53,1.56,1.58,1.52,3804,107,35.55,175.23%,N/A,2020-10-15
TRIP,19.78,Call,22,2020-10-30,15,0.2,0.22,0.24,0.21,4948,158,31.32,54.69%,N/A,2020-10-15
DKNG,45,Put,40.5,2020-10-23,8,0.65,0.7,0.75,0.65,3162,105,30.11,87.75%,N/A,2020-10-15
SPI,9.14,Put,10,2020-10-16,1,1.15,1.25,1.35,1.2,3909,130,30.07,511.24%,N/A,2020-10-15
NIO,28.07,Put,29,2020-10-16,1,1.2,1.23,1.26,1.22,14546,491,29.63,109.66%,N/A,2020-10-15
ZM,536.4,Put,520,2020-10-16,1,2.05,2.08,2.1,2.05,10634,368,28.9,68.91%,N/A,2020-10-15
TACO,10.39,Call,12.5,2020-10-16,1,0.15,0.18,0.2,0.2,3281,117,28.04,370.13%,N/A,2020-10-15
FSLY,89.7,Put,92,2020-10-16,1,3.4,3.55,3.7,3.4,5073,181,28.03,108.12%,N/A,2020-10-15
FSLY,89.7,Call,93,2020-10-16,1,0.9,0.98,1.05,1,4923,176,27.97,119.50%,N/A,2020-10-15
RUN,64.21,Call,65,2020-12-18,64,9.9,9.95,10,9.9,3996,145,27.56,95.32%,N/A,2020-10-15
UBER,34.26,Call,34,2020-10-30,15,1.43,1.46,1.48,1.45,9416,352,26.75,47.30%,N/A,2020-10-15
