Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
PDD,76.09,Call,82,2023-06-16,3,0.44,0.46,0.48,0.45,15766,227,69.45,79.75%,0.160407,2023-06-12
MRVL,62.05,Call,62.5,2023-06-23,10,1.8,1.83,1.85,1.8,11395,175,65.11,48.19%,0.486136,2023-06-12
CCL,14.72,Put,13.5,2023-06-30,17,0.4,0.43,0.46,0.42,6361,100,63.61,75.25%,-0.265445,2023-06-12
CCL,14.72,Put,14,2023-06-16,3,0.12,0.13,0.13,0.12,9456,155,61.01,72.57%,-0.211592,2023-06-12
INTC,33.07,Call,38,2023-08-18,66,0.8,0.81,0.81,0.81,27561,537,51.32,42.16%,0.249383,2023-06-12
XPEV,9.86,Call,10.5,2023-06-23,10,0.33,0.34,0.35,0.35,5300,113,46.9,91.31%,0.370181,2023-06-12
MANU,20.13,Call,25,2023-06-23,10,1.25,1.4,1.55,1.23,5259,123,42.76,221.28%,0.342841,2023-06-12
CHPT,8.9,Call,9,2023-06-23,10,0.42,0.43,0.44,0.44,44545,1218,36.57,81.76%,0.498161,2023-06-12
AZN,73.85,Call,76,2023-06-23,10,0.45,0.48,0.5,0.48,5410,151,35.83,25.42%,0.260814,2023-06-12
AVGO,855.36,Call,900,2023-06-23,10,7.5,7.75,8,7.7,4311,127,33.94,40.39%,0.237019,2023-06-12
SOFI,9.16,Put,9,2023-06-23,10,0.45,0.46,0.47,0.46,4658,146,31.9,90.42%,-0.420681,2023-06-12
ORCL,116.43,Call,155,2023-06-16,3,0.2,0.21,0.21,0.22,15623,551,28.35,163.60%,0.031957,2023-06-12
ORCL,116.43,Call,140,2023-06-16,3,0.76,0.8,0.84,0.83,12833,464,27.66,156.58%,0.11018,2023-06-12
OZK,39.21,Put,35,2023-06-30,17,0.45,0.5,0.55,0.5,3021,114,26.5,60.21%,-0.172138,2023-06-12
KEY,10.22,Put,6,2023-12-15,186,0.35,0.43,0.5,0.4,5128,195,26.3,79.05%,-0.109521,2023-06-12
PLUG,10.37,Put,11,2023-06-16,3,1,1.03,1.05,1.03,2773,106,26.16,173.91%,-0.615383,2023-06-12
INTC,33.07,Call,33.5,2023-06-23,10,0.95,0.97,0.98,0.94,6972,280,24.9,52.95%,0.459844,2023-06-12
ORCL,116.43,Call,150,2023-06-16,3,0.34,0.35,0.35,0.35,8155,345,23.64,163.36%,0.051079,2023-06-12
ORCL,116.43,Put,93,2023-06-16,3,0.11,0.13,0.15,0.14,2579,110,23.45,131.23%,-0.025561,2023-06-12
