Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
NCLH,31.31,Put,32.5,2021-05-21,44,3.3,3.35,3.4,3.38,37138,415,89.49,62.23%,-0.525733,2021-04-07
T,30.93,Put,31.5,2021-04-16,9,1.11,1.16,1.2,1.13,15220,199,76.48,40.03%,-0.610962,2021-04-07
NLY,8.69,Put,8,2021-06-18,72,0.14,0.16,0.17,0.15,12256,199,61.59,24.10%,-0.253153,2021-04-07
UBER,56.89,Put,47.5,2021-05-21,44,0.7,0.72,0.73,0.75,7279,125,58.23,50.46%,-0.131895,2021-04-07
LYFT,60.96,Put,50,2021-05-21,44,0.89,0.92,0.95,0.93,7796,157,49.66,57.54%,-0.137393,2021-04-07
CCL,29,Put,30,2021-04-09,2,1.13,1.16,1.19,1.18,8448,217,38.93,61.86%,-0.763481,2021-04-07
DBX,27.62,Call,29,2021-05-21,44,1.48,1.5,1.51,1.48,7756,213,36.41,53.59%,0.432931,2021-04-07
FB,313.09,Put,312.5,2021-04-09,2,2.4,2.45,2.5,2.42,5315,146,36.4,29.29%,-0.460965,2021-04-07
CCIV,22.82,Put,15,2021-10-15,191,1.8,1.95,2.1,1.95,15005,422,35.56,92.82%,-0.168283,2021-04-07
LI,22.23,Put,22,2021-05-21,44,2.01,2.08,2.14,2.05,6553,192,34.13,70.80%,-0.434352,2021-04-07
AMZN,3279.39,Put,3260,2021-04-09,2,12.7,13.08,13.45,12.92,3794,113,33.58,21.98%,-0.354636,2021-04-07
SOS,5.78,Put,5.5,2021-04-09,2,0.3,0.32,0.35,0.35,18318,563,32.54,287.00%,-0.366925,2021-04-07
APA,18.01,Put,10,2021-10-15,191,0.33,0.4,0.47,0.4,7142,221,32.32,69.63%,-0.078353,2021-04-07
SQ,245.12,Put,245,2021-04-09,2,3.65,3.75,3.85,3.65,4302,147,29.27,51.27%,-0.48725,2021-04-07
NCLH,31.31,Put,32,2021-04-09,2,0.98,1,1.02,1.01,3661,126,29.06,64.55%,-0.667239,2021-04-07
IMVT,15.41,Call,40,2021-07-16,100,0.25,0.28,0.3,0.3,3547,123,28.84,111.43%,0.089513,2021-04-07
AMZN,3279.39,Put,3300,2021-04-09,2,32.25,33.13,34,32.25,3177,112,28.37,20.91%,-0.654295,2021-04-07
GEO,6.21,Put,6,2021-05-21,44,0.35,0.4,0.45,0.41,4406,178,24.75,55.82%,-0.414853,2021-04-07
LAZR,22.53,Put,25,2021-06-18,72,5.2,5.25,5.3,5.25,4771,205,23.27,93.16%,-0.517748,2021-04-07
BTWN,10.7,Put,10,2021-06-18,72,0.1,0.2,0.3,0.2,5030,227,22.16,25.62%,-0.25724,2021-04-07
EXPE,172.04,Call,175,2021-05-21,44,9.4,9.45,9.5,9.5,5325,250,21.3,45.46%,0.488422,2021-04-07
SQ,245.12,Put,247.5,2021-04-09,2,4.9,5.08,5.25,5.3,3012,147,20.49,51.79%,-0.592064,2021-04-07
WDC,72.22,Call,85,2021-05-21,44,1.22,1.27,1.31,1.29,5665,280,20.23,50.29%,0.198849,2021-04-07
HIMS,13.04,Put,25,2021-05-21,44,11.9,12.1,12.3,12.1,3000,158,18.99,112.89%,-0.928493,2021-04-07
AMZN,3279.39,Put,3250,2021-04-09,2,9.5,10,10.5,9.98,9218,487,18.93,22.37%,-0.290413,2021-04-07
UBER,56.89,Call,62.5,2021-05-21,44,1.74,1.77,1.79,1.75,2548,135,18.87,47.68%,0.313729,2021-04-07
UBER,56.89,Call,57.5,2021-04-23,16,1.6,1.65,1.7,1.64,1931,103,18.75,40.39%,0.466728,2021-04-07
SQ,245.12,Put,242.5,2021-04-09,2,2.56,2.68,2.79,2.68,2320,125,18.56,53.47%,-0.385363,2021-04-07
DELL,91.51,Call,95,2021-05-21,44,1.67,1.79,1.9,1.79,3525,190,18.55,25.09%,0.3498,2021-04-07
BAC,40.05,Call,42,2021-05-07,30,0.61,0.66,0.7,0.63,3150,174,18.1,30.11%,0.300306,2021-04-07
DOX,72.85,Call,75,2021-04-16,9,0.75,0.85,0.95,0.85,2099,116,18.09,37.28%,0.317388,2021-04-07
SQ,245.12,Put,240,2021-04-09,2,1.66,1.76,1.85,1.8,4890,271,18.04,53.45%,-0.289958,2021-04-07
SLB,27.35,Put,27,2021-04-23,16,0.75,0.79,0.84,0.75,1801,100,18.01,39.91%,-0.42555,2021-04-07
AMC,9.85,Put,13,2021-06-18,72,4.55,4.65,4.75,4.6,7702,440,17.5,138.49%,-0.557094,2021-04-07
MUR,17.08,Call,25,2021-07-16,100,0.4,0.5,0.6,0.6,3006,183,16.43,71.88%,0.197984,2021-04-07
SQ,245.12,Put,245,2021-04-16,9,7.5,7.7,7.9,7.7,1939,118,16.43,50.58%,-0.481634,2021-04-07
PDD,137.89,Call,142,2021-04-09,2,0.86,0.95,1.03,0.99,1929,118,16.35,61.27%,0.266016,2021-04-07
BYND,130.29,Call,138,2021-04-09,2,0.25,0.32,0.38,0.36,4686,289,16.21,64.70%,0.119696,2021-04-07
CCL,29,Put,29.5,2021-04-09,2,0.75,0.77,0.79,0.77,4332,273,15.87,55.48%,-0.65385,2021-04-07
CSCO,51.77,Put,47,2023-01-20,653,3.3,4.5,5.7,5.25,2501,158,15.83,24.78%,-0.359989,2021-04-07
