Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Delta,Time
DIS,116.85,Put,115,2020-05-22,4,1.4,1.48,1.55,1.5,8456,102,82.9,47.83%,N/A,2020-05-18
CAR,14.75,Call,17,2020-08-21,95,3,3.3,3.6,3.2,10188,137,74.36,133.06%,N/A,2020-05-18
AEO,8.76,Call,9,2020-06-19,32,0.75,0.78,0.8,0.76,24951,380,65.66,83.16%,N/A,2020-05-18
IQ,18.33,Call,20.5,2020-05-22,4,0.55,0.58,0.6,0.58,7177,118,60.82,173.79%,N/A,2020-05-18
BP,23.51,Call,24,2020-05-22,4,0.2,0.23,0.26,0.26,27724,532,52.11,46.69%,N/A,2020-05-18
BHC,17.36,Call,18,2020-05-22,4,0.38,0.39,0.39,0.38,18440,392,47.04,88.01%,N/A,2020-05-18
BIDU,107.59,Call,115,2020-05-22,4,1.9,1.94,1.98,1.87,8145,184,44.27,100.42%,N/A,2020-05-18
SNAP,17.49,Call,19,2020-06-05,18,0.3,0.34,0.38,0.34,8583,197,43.57,55.55%,N/A,2020-05-18
OSTK,15.19,Call,18,2020-05-22,4,0.25,0.28,0.3,0.25,8488,211,40.23,166.00%,N/A,2020-05-18
MDLA,25.84,Put,17.5,2020-06-19,32,0.2,0.23,0.25,0.25,12733,319,39.92,97.83%,N/A,2020-05-18
FB,213.19,Call,232.5,2020-05-29,11,0.26,0.27,0.28,0.27,4725,134,35.26,30.85%,N/A,2020-05-18
AEO,8.76,Call,9,2020-05-22,4,0.3,0.4,0.5,0.4,4748,150,31.65,137.78%,N/A,2020-05-18
FSCT,22.57,Call,30,2020-06-19,32,0.2,0.23,0.25,0.23,4029,129,31.23,71.50%,N/A,2020-05-18
CAR,14.75,Call,27,2020-08-21,95,0.65,0.9,1.15,0.75,10029,335,29.94,108.07%,N/A,2020-05-18
DIS,116.85,Call,125,2020-05-22,4,0.24,0.25,0.25,0.24,9694,337,28.77,47.29%,N/A,2020-05-18
AAPL,314.96,Put,312.5,2020-05-29,11,4.4,4.75,5.1,4.8,4408,164,26.88,27.66%,N/A,2020-05-18
BHC,17.36,Call,18,2020-05-29,11,0.5,0.52,0.54,0.53,4983,188,26.51,65.96%,N/A,2020-05-18
RCL,43.7,Call,50,2020-05-22,4,0.46,0.54,0.62,0.56,5567,218,25.54,131.59%,N/A,2020-05-18
KGC,7.05,Call,7,2020-06-05,18,0.41,0.44,0.46,0.42,4813,192,25.07,63.04%,N/A,2020-05-18
MAR,93.62,Call,100,2020-05-22,4,0.75,0.78,0.8,0.75,7011,291,24.09,71.29%,N/A,2020-05-18
BIG,30.61,Call,30,2020-06-19,32,3.2,3.3,3.4,3.3,7408,311,23.82,83.09%,N/A,2020-05-18
GSX,32.84,Put,17.5,2020-06-19,32,0.75,0.93,1.1,0.95,2600,112,23.21,195.82%,N/A,2020-05-18
DIS,116.85,Call,120,2020-05-22,4,0.94,0.96,0.97,0.98,41402,1790,23.13,44.50%,N/A,2020-05-18
QD,1.83,Call,2,2020-06-19,32,0.2,0.23,0.25,0.25,8239,363,22.7,145.84%,N/A,2020-05-18
FSCT,22.57,Call,30,2020-08-21,95,0.4,0.45,0.5,0.49,3064,135,22.7,51.33%,N/A,2020-05-18
WMT,127.66,Call,137,2020-05-22,4,0.4,0.47,0.53,0.43,4768,217,21.97,55.88%,N/A,2020-05-18
LOW,116.73,Put,108,2020-05-22,4,0.04,0.72,1.4,1.34,2619,121,21.64,93.80%,N/A,2020-05-18
CAR,14.75,Put,9,2020-08-21,95,1.65,1.83,2,1.85,20137,931,21.63,179.94%,N/A,2020-05-18
TECD,133.66,Put,130,2020-06-19,32,1.7,4.15,6.6,5.7,2866,134,21.39,47.96%,N/A,2020-05-18
TRVG,1.66,Call,2.5,2020-06-19,32,0.2,0.23,0.25,0.25,3339,158,21.13,242.10%,N/A,2020-05-18
FOLD,12.61,Call,14,2020-07-17,60,0.55,0.6,0.65,0.6,2120,104,20.38,53.83%,N/A,2020-05-18
BA,135.44,Call,135,2020-05-22,4,4.7,4.75,4.8,4.8,34752,1727,20.12,80.88%,N/A,2020-05-18
PYPL,146.24,Call,145,2020-06-05,18,5.3,5.35,5.4,5.35,5009,251,19.96,36.05%,N/A,2020-05-18
DIS,116.85,Call,119,2020-05-22,4,1.17,1.28,1.38,1.22,5520,285,19.37,43.00%,N/A,2020-05-18
DIS,116.85,Call,117,2020-05-29,11,2.84,3.02,3.2,3,2825,146,19.35,37.67%,N/A,2020-05-18
CRWD,76.1,Call,80,2020-06-05,18,3.8,3.9,4,3.9,2766,144,19.21,81.34%,N/A,2020-05-18
ET,7.81,Call,9,2020-06-19,32,0.14,0.15,0.15,0.15,89944,4750,18.94,55.55%,N/A,2020-05-18
MA,289.9,Call,292.5,2020-05-22,4,3.1,3.25,3.4,3.3,2214,117,18.92,36.69%,N/A,2020-05-18
BA,135.44,Call,145,2020-05-22,4,1.4,1.44,1.48,1.47,22469,1188,18.91,82.14%,N/A,2020-05-18
CCL,14.72,Call,14.5,2020-05-22,4,0.85,0.9,0.95,0.9,21131,1119,18.88,128.58%,N/A,2020-05-18
DIS,116.85,Call,122,2020-05-22,4,0.4,0.5,0.6,0.51,4235,225,18.82,43.70%,N/A,2020-05-18
BA,135.44,Call,142,2020-05-22,4,2.1,2.19,2.27,2.12,5673,303,18.72,80.83%,N/A,2020-05-18
JD,55.53,Put,52,2020-05-22,4,0.25,0.29,0.32,0.25,3063,166,18.45,59.52%,N/A,2020-05-18
